名称,面积(㎡),月租金(元)
"邻近沙河地铁站,集中供暖,包物业取暖费,玖耀里商圈,",121.0,5200
沙河地铁民园小区 2室1卫1厅 75平简装修 340,70.0,3400
沙河回收宿舍 2室1卫1厅 76平精装修包物业 取暖,76.0,3400
沙河地铁巩华家园精装南向两居 电梯 业主直签 上学咨,85.0,3900
兆丰家园精装两居室随时入住,86.0,3700
沙河地铁五福家园两居室南北通透两居 业主直签 看房方,85.0,3500
"交通便(近地铁公交),配套全(商超学校),宜居(环境",60.0,3000
"昌平善缘嘉园:配套完善、交通便,环境宜人,邻里和睦,",125.0,3800
沙河地铁巩华家园南一村 1室1卫1厅 业主直签 看房,55.0,3600
沙河医院家属院南北通透两居 底层免爬楼 业主直签 包,102.0,3300
"合租一室,南一村距离地铁非常近。一公里内地铁。装修",30.0,1800
"昌平南一村:生活便利,近商圈,交通顺,邻里和睦,生活",60.0,3800
北街家园六区2室1厅精装修,63.0,4300
兆丰家园 1室1卫1厅 55平精装修 随时入住 看房,55.0,3600
"地铁近、公交密、路网畅,商业全、教育优、环境佳,兆丰",60.0,3500
南北通透北街家园八区2室1厅,89.0,4500
"百葛路是昌平区重要道路,串联京藏高速与北六环,交通繁",125.0,4200
沙河青年创业公寓精装两居,86.0,4000
"顺沙路19号院交通畅达、配套全、绿化优、停车免费,生",90.0,3800
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,90.0,4200
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,90.0,4000
"连接城乡纽带,兼具交通要冲与区域发展活力的重要通道",60.0,3000
北京玫瑰园5室3厅企业推荐房源,266.0,22000
北街家园(六区) 精装修3室好房出租 舒适安静 拎包,87.0,4200
沙河整租 诗和远方很贵 但找我租房不贵 月付拎包即住,22.0,1300
东环北里南北通透两居 简装带阳台 业主直签 包物业取,85.0,2800
沙河民园小区南北通透两居中楼层 家具家电齐全 包物业,70.0,3500
"昌平西二村:近巩华城地铁,公交密布,生活配套全,烟火",90.0,4400
整租·中海尚湖世家 4室2厅 复式 南/北,293.0,21000
正南北街家园八区2室1厅精装修,89.0,4800
"沙河公交车站附近精装大两居,包物业取暖,业主直签",86.0,3200
"刚刚空出,恒大城5号院精装修2室,全新装修",78.0,3800
兆丰家园 1室1卫1厅 55平中装修 业主直签 包物,55.0,3500
沙河回收宿舍 2室1卫1厅 59平中装修 看房方便,59.0,3500
沙河宿舍 2室1卫1厅 87平精装修 包物业取暖,87.0,2800
北街家园(六区)2居室交通方便中间楼层采光好拎包入住,62.0,3800
沙河顺沙路19号院 南向一居 电梯中层 业主直签,55.0,3000
北街家园六区1室企业推荐房源,25.0,2300
南北通透北街家园五区3室1厅精装修,89.0,4300
"百葛路:连接城乡纽带,兼具交通要冲与区域发展活力的重",90.0,3400
"昌平沙河站旁,精装现房,低密宜居配套齐全,通勤便捷,",65.0,2500
"超适合接待,做的客户,高端大气上档次",1498.0,60000
"昌平巩华家园:地铁旁成熟社区,宜居优选。绿意绕宅邻和",90.0,4200
佳美小区 2室1卫1厅 95平精装修 包物业取暖,95.0,3700
"地铁近、公交密、路网畅,商业全、教育优、环境佳,兆丰",60.0,3900
沙河地铁巩华家园 2室1卫1厅 85平精装修 480,80.0,4800
沙河生产宿舍 2室1卫1厅 65平简装修 业主直签,65.0,3000
巩华家园 1室1卫1厅 55平精装修 业主直签 看房,55.0,4000
"紧邻沙河北大桥公交站中间楼层,业主直签",60.0,2900
民园小区南北通透两居 业主直签 看房方便 包物业取暖,70.0,3300
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,90.0,4200
兆丰家园东区合租次卧,30.0,1400
沙河地铁巩华家园精装南向两居 电梯 业主直签 上学咨,85.0,3900
沙河 巩华城 朱辛庄 生命科学园 西二旗 整租 电梯,25.0,1300
沙河 巩华城 朱辛庄 生命科学园 西二旗 整租 电梯,25.0,1300
兆丰家园西区精装两居室,86.0,4000
沙河整租 诗和远方很贵 但找我租房不贵 月付拎包即住,22.0,1300
性价比单间!豆各庄新村近朱辛庄地铁万达小米产业园石头,13.0,1399
南北通透北街家园六区3室1厅精装修,74.0,5000
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,90.0,4000
保利芳园交通便利拎包入住首次出租3800.00元,52.0,3800
三期临水独栋 观湖 院1000平 精装 可长租随时看,625.0,25000
北漂住了7年都不想换的房子 电梯独卫 家电齐全 押一,30.0,1500
"精装一居室,首次出租,业主直签",68.0,2500
北街家园六区2室1厅精装修,63.0,4300
巩华地铁东环北里 2室1卫1厅 业主直签 学位咨询,85.0,3200
百葛路3号院 1室1卫1厅 60平精装修业主直签 包,60.0,2500
北街家园八区1室精装修,41.0,2900
"北京市昌平区巩华家园近地铁交通便,配套全宜居,京北生",60.0,3200
巩华家园精装南北两居 电梯 月租4400 业主直签,85.0,4400
沙河宿舍 2室1卫1厅 70平精装修 包物业取暖,70.0,3200
正南中海尚湖世家5室3厅精装修,560.0,33000
南北通透北街家园七区2室1厅精装修,87.0,4800
巩华家园北二村精装主卧出租,86.0,2000
南北通透北街家园一区3室1厅精装修,78.0,4500
北街家园八区1室精装修,35.0,2600
"昌平沙河站旁,精装现房,低密宜居配套齐全,通勤便捷,",65.0,2500
北京玫瑰园10室7厅豪华装修,735.0,100000
沙河公交站水工机械厂宿舍 2室1卫1厅 业主直签看房,56.0,3500
"交通便(近地铁公交),配套全(商超学校),宜居(环境",125.0,2000
沙河宿舍 2室1卫1厅 87平精装修 包物业取暖,87.0,2800
"地铁近、公交密、路网畅,商业全、教育优、环境佳,兆丰",30.0,1800
巩华家园南一村精装两居室,86.0,4500
沙河地铁兆丰家园南向精装一居 业主直签 看房方便 包,55.0,3300
保利芳园 1室1卫1厅 60平简装修 业主直签 看房,60.0,2900
昌平沙河精装南向一居 电梯中层 3200/月,55.0,3200
保利芳园 1室1卫1厅 41平精装修 包物业 取暖,41.0,3500
沙河整租 诗和远方很贵 但找我租房不贵 月付拎包即住,22.0,1300
沙河 五福家园 南北通透 精装修 2室1厅1卫 35,82.0,3500
北街家园(六区)2居室交通方便中间楼层采光好拎包入住,76.0,3600
巩华家园西二村精装一居室,86.0,3500
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,90.0,4300
"巩华家园一居室价格漂亮,装修豪华。随时可以看房",90.0,3000
"科华新城环境优雅、绿化超50%,近地铁、配套全,生活",90.0,4300
"昌平南一村:生活便利,近商圈,交通顺,邻里和睦,生活",90.0,3800
昌平沙河精装南向两居 电梯高层 业主直签 看房方便,75.0,4200
"北街家园一区 3室,家电齐全,清爽装修,拎包温馨入住",89.0,3600
"淡定!北街家园一区如此正规的3室,你还在等什么!",90.0,3900
沙河宿舍 2室1卫1厅 70.3平简装修 2700元,70.0,2700
"科华新城环境优雅、绿化超50%,近地铁、配套全,生活",90.0,4200
南北通透北街家园八区3室1厅,116.0,5500
南北通透北街家园一区3室1厅精装修,89.0,4100
南北通透北街家园六区3室1厅,77.0,4500
新上 沙河整租 电梯独卫 近福田 984医院 押一付,25.0,1300
北京玫瑰园6室3厅企业推荐房源,738.0,50000
昌平高教大楼电梯房初次出租1居1000.00元,19.0,1000
新上展思门路 南北通透两居 家具家电齐全 包物业供暖,92.0,3500
"近地铁沙河站,公交密集,高速环绕;商超、学校、医院、",60.0,3800
南北通透北街家园八区3室2厅精装修,124.0,6000
兆丰家园精装南向一居 电梯中层3200元,60.0,3200
西二旗朱辛庄生命科学园巩华城地铁两居室出租随时看房随,90.0,3300
沙河 巩华城 朱辛庄 生命科学园 押一 电梯独卫 家,28.0,1300
昌平巩华家园 地铁旁成熟社区 南北通透高性价比 随时,40.0,2200
北街家园八区 3居室 电梯房 精装修 可随时入住,117.0,5800
北街家园八区 1室1卫0厅 35平精装修 看房方便,35.0,2800
巩华家园北二村朝南卧室,8.0,1500
回龙观生命科学园沙河公交旁两居室出租民水民电随时看房,80.0,3200
北街家园六区1室企业推荐房源,26.0,2600
"百葛路:连接城乡纽带,兼具交通要冲与区域发展活力的重",60.0,2700
南北通透北街家园一区3室1厅精装修,88.0,4500
正南北街家园八区2室1厅精装修,61.0,4100
兆丰家园南向两居 电梯高层 简装拎包住 业主直签 看,85.0,3700
沙河一通宿舍小区 2室1卫1厅 60平中装修 包物业,60.0,3600
"兆丰家园:交通便捷达全城,京北宜居暖日常。小区门口就",120.0,1200
"百葛路新区一居室,全屋实木家具。装修好",85.0,3000
南北通透北街家园七区2室1厅精装修,89.0,4300
北街家园一区正规高性价比 看着舒心 住着放心 看房方,136.0,6200
北街家园(七区)3居室交通方便中间楼层采光好拎包入住,89.0,4000
民园小区精装3居南北通透 低楼层 业主直签 包物业取,88.0,4800
展思门南里6号院 2室1卫1厅 70平简装修 280,70.0,2800
沙河一通宿舍小区 2室1卫1厅 66平精装修 360,66.0,3600
北街家园八区1室企业推荐房源,29.0,2300
沙河地铁东水岸庄园三室两厅两卫出租有电梯150平45,150.0,4000
巩华家园东一村 2室1卫1厅 85平精装修,85.0,4300
百葛路3号院精装两居室,86.0,3100
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,60.0,3500
沙河地铁兆丰家园两居室出租民水民电燃气入户随时看房拎,90.0,4000
中欣公寓 实拍 位置真实 押一付一 有电梯 家电齐全,20.0,1400
水工机械厂宿舍 2室1卫1厅 60平精装修 业主直签,60.0,3300
巩华地铁佳美小区 3室1卫2厅 包物业取暖 业主直签,110.0,4000
线材厂宿舍 2室1卫1厅 58平简装修 2800元/,58.0,2800
清爽单间!北清南向单间近北大国际正旦博雅CC生命科学,13.0,1899
沙河地铁兆丰家园一居室出租随时入住 民水民电燃气入户,60.0,3500
回龙观生命科学园沙河公交旁两居室出租民水民电随时看房,80.0,2600
整租·北科建泰禾丽春湖 4室1厅 南/北,185.0,13000
"昌平巩华家园:地铁旁成熟社区,宜居优选。绿意绕宅邻和",90.0,4200
科华新城精装两居室两居两卫,90.0,4300
北街家园六区3室1厅精装修,77.0,5000
恒大城5号院楼层位置好家具齐全采光观景好拎包入住,88.0,4500
福田 中石油 新元 移动信息港 押一付一 家电齐全,28.0,1300
沙河整租 诗和远方很贵 但找我租房不贵 月付拎包即住,22.0,1300
沙河地铁巩华家园南向一居 电梯中层 包物业取暖 业主,55.0,3700
回龙观生命科学园沙河高教园地铁两居室出租民水民电随时,90.0,3100
"京北宜居暖地,融自然意趣与邻里温情,筑就昌平温馨幸福",60.0,4300
展思门南里6号院 2室1卫1厅 95平精装修 340,95.0,3400
碧水庄园4室2厅精装修,240.0,12000
沙河保利罗兰香谷一居室出租民水民电有电梯随时看房随时,65.0,3600
"沙河地铁站附近精装一居室,包物业取暖,带电梯业主直签",60.0,3300
"高性价比精装现房,近地铁高教园站,低密宜居,配套齐全",135.0,3500
玫瑰园独栋别墅 精装修 大5居室 南向入户 好停车,277.0,35000
沙河展思门路 南北通透两居 家具家电齐全 吧物业供暖,95.0,3000
临近沙河地铁站 集中供暖 包物业取暖费 民水民电 随,56.0,3400
"连接城乡纽带,交通便捷,周边产业与生活区交融的重要通",60.0,2800
北街家园六区2室1厅精装修,72.0,3600
高教园地铁附近两居室出租民水民电燃气入户随时看房拎包,90.0,3000
科华新城精装两居室两居两卫,90.0,4300
西二旗朱辛庄巩华家园一居室精装修民水民电随时看房 随,60.0,3980
巩华家园合租次卧随时入住,86.0,1400
"房子是租的,但生活不是,代理精 装大宅,拎包即可入住",808.0,23000
北街家园八区1室精装修,67.0,2700
家电齐全 押一付一 沙河 巩华城 电梯独卫 整租 0,28.0,1300
南北通透北街家园六区3室1厅,77.0,4500
科信路66号院 南北通透三居 精装电梯房 业主直签,109.0,4000
正南 北街家园C区别墅 5室3厅,300.0,15000
沙河石油研究院 移动信息港 新元科技园附近 押一付一,30.0,1300
"地铁近、公交密、路网畅,商业全教育优、环境佳,兆丰宜",60.0,3200
沙河地铁兆丰家园一居室出租民水民电燃气入户随时看房拎,60.0,3500
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,60.0,3500
展思门南里6号院 2室1卫1厅 95平简装修 300,95.0,3000
北街家园(六区)2居室交通方便中间楼层采光好拎包入住,62.0,3800
兆丰家园西区 通风好 1室1厅1卫 精装修,68.0,3400
南北通透北街家园七区3室1厅,89.0,5000
沙河地铁巩华家园东一村 2室1卫1厅 83平精装 包,83.0,5500
"昌平沙河站旁,精装现房,低密宜居配套齐全,通勤便捷,",65.0,2500
沙河地铁巩华家园白楼豪装三居室出租民水民电燃气入户随,130.0,6000
"连接城乡纽带,交通便捷,周边产业与生活区交融的重要通",90.0,4000
"惊爆!保利罗兰香谷 精装修 3室,只需5500.00",92.0,5500
北街家园八区1室精装修,34.0,2200
回龙观生命科学园沙河公交旁两居室出租民水民电随时看房,110.0,3200
"青年创业公寓:筑梦空间,聚才高地,赋能青春创想,共启",90.0,3400
"百葛路:连接城乡纽带,兼具交通要冲与区域发展活力的重",60.0,3200
沙中宿舍南北通透精装两居 押一付三,70.0,3000
南北通透五福家园2室,83.0,3800
高教新城天朗园 3室1卫1厅 90平中装修 5200,90.0,5200
沙河宿舍 2室1卫1厅 87平简装修 2800元/月,87.0,2800
沙河地铁民园小区 1室1卫1厅 55平精装修 看房方,55.0,3500
百葛路3号院精装两居室,86.0,2900
巩华家园东一村 2室1卫1厅 85平精装修 4300,85.0,4300
"兆丰家园东区一居,房屋配套齐全,离地铁500米内。全",30.0,1450
巩华地铁 沙河宿舍 2室1卫1厅 70平简装修,70.0,2800
西二旗朱辛庄生命科学园沙河地铁两居室出租随时看房随时,90.0,4500
兆丰家园东区精装一居室,54.0,3500
西二旗朱辛庄生命科学园沙河地铁三居次卧出租随时看房随,15.0,1400
巩华地铁 东环北里 2室1卫1厅 80平精装修包物业,80.0,3100
沙河地铁巩华家园西二村一居室出租民水民电燃气入户随时,60.0,3600
回龙观生命科学园沙河公交旁两居室出租民水民电随时看房,80.0,2600
沙河345车站旁两居室出租南北通透随时看房随时拎包入,80.0,3000
西二旗朱辛庄生命科学园沙河地铁两居室出租随时看房随时,90.0,4500
顺沙路19号院三区 1室1卫1厅 55平简装修 34,55.0,3400
沙河地铁兆丰家园南向精装一居 业主直签 看房方便 包,55.0,3300
西二旗朱辛庄生命科学园沙河地铁三居室出租随时看房随时,80.0,4200
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,90.0,4000
北京玫瑰园5室3厅精装修,233.0,18000
巩华城地铁东环北里 3室1卫1厅 129平简装修 包,129.0,4400
1800包取暖 水费 网费 近移动信息港 中石油研究,30.0,1300
高教大楼楼层位置好家具齐全采光观景好拎包入住,19.0,1000
临近沙河地铁站 集中供暖 包物业取暖费 民水民电 随,56.0,3400
甄选好房!北清独立卫浴南向卧室采光倍棒近北大国际博雅,15.0,2299
水工机械厂宿舍 2室1卫1厅 60平精装修 业主直签,60.0,3300
"百葛路三号院,新区二居。装修好,绿化优越,物业管理规",90.0,3300
回龙观生命科学园沙河北大桥车站旁三居室出租随时看房随,100.0,3500
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,120.0,1600
好房推荐!北清创意园出门公交生命科学园地铁正旦北大国,14.0,1799
正南北京玫瑰园8室4厅,997.0,40000
西二旗朱辛庄生命科学园沙河地铁三居主卧出租随时看房随,18.0,1700
巩华家园西二村精装房,84.0,4500
科信路66号院 南北通透两居 电梯低层 业主直签 看,85.0,3500
"昌平南一村:生活便利,近商圈,交通顺,邻里和睦,生活",60.0,3800
南北通透五福家园2室1厅精装修,90.0,4000
沙河地铁站 五福家园精装修一居室出租 随时看房,56.0,3400
北街家园一区楼层位置好家具齐全采光观景好拎包入住,147.0,6500
北街家园八区1室企业推荐房源,35.0,2500
沙河宿舍 2室1卫1厅 70平精装修 看房方便 业主,70.0,3800
"青年创业公寓:近产业区、配套全,宜业宜居,年轻人聚居",90.0,4000
北街家园(六区)视野开拓周边配套齐全拎包入住全套全配,29.0,2400
佳美小区 2室1卫1厅 93平精装修 3500元/月,93.0,3500
西二旗生命科学园沙河地铁业主直租一居室随时看房拎包入,60.0,3600
北京玫瑰园 鸟语花香 生态宜居 住房住个好心情!1万,410.0,19000
沙河地铁精装三居 南北通透电梯高层 业主直签 看房方,120.0,5500
沙河地铁民园小区 1室1卫1厅 55平精装修 看房方,55.0,3500
"兆丰家园:交通便捷达全城,京北宜居暖日常。小区门口就",50.0,2000
博达小区南北通透三居 低层精装 业主直签 看房方便,100.0,3200
性价比好房!昌艺园出门史各庄小学近珠江摩尔超极合生汇,13.0,1799
顺沙路19号院精装一居室,54.0,3000
中海瓦尔登湖5室3厅精装修,415.0,45000
沙河地铁巩华家园白楼一居室精装修民水民电随时看房 随,60.0,3500
巩华家园南一村精装两居室,86.0,4300
"超值优惠! 北街家园(七区) 2室,装修不错,有家具",86.0,3800
"北二村离地铁500米,周边有商场玖耀里,距离市场50",90.0,4600
兆丰家园精装南向一居 电梯高层 3600/月,60.0,3600
西二旗生命科学园沙河公交旁两居室出租民水民电随时看房,80.0,3700
"兆丰东区距离地铁500米内,距离市场同500米内市场",30.0,1750
昌平沙河精装南向两居 电梯中层 3800元/月 业主,85.0,3800
沙河公交车站回收宿舍 2室1卫1厅 74平中装修 随,74.0,3300
"碧水三期豪华大宅,,新家具,带电梯。",3250.0,120000
四季家园精装一居室QAQ,86.0,2500
沙河 五福家园 2室1厅1卫 精装修 采光好 350,88.0,3500
兆丰家园 1室1卫1厅 55平精装修 随时入住 看房,55.0,3600
"?北京市昌平区顺沙路19号院,宜居之所交通便捷配套全",60.0,3100
展思门南里6号院 2室1卫1厅 包物业取暖 业主直签,60.0,2500
巩华家园东一村精装两居室,83.0,4300
沙河精装修 押一付一 家电齐全 整租独卫 采光好 电,25.0,1300
"顺沙路19号院交通畅达、配套全、绿化优、停车免费,生",90.0,3300
近福田 0中介 通勤984医院 纳通医疗 大北农 押,30.0,1300
南北通透北街家园一区1室1厅精装修,89.0,4500
"中海瓦尔登湖全新装修别墅,临景观花园,可长租5年,随",330.0,15000
西二旗朱辛庄生命科学园沙河地铁一居室出租随时看房随时,60.0,3800
沙阳路一通小区一居室出租民水民电燃气入户随时看房随时,48.0,2450
正南 北京玫瑰园 6室3厅 精装修,475.0,50000
"青年创业公寓:筑梦空间,聚才高地,赋能青春创想,共启",90.0,3500
沙河北大桥水工厂宿舍两居室出租民水民电随时看房拎包入,65.0,3000
沙河地铁五福家园南北通透一居 看房方便 业主直签 看,58.0,3200
沙河地铁兆丰家园东区 2室1厅1卫 南北通透 电梯房,86.0,4000
沙河回收宿舍 2室1卫1厅 63平简装修 业主直签,63.0,3000
巩华家园北二村一居室出租民水民电燃气入户随时看房随时,60.0,3800
巩华家园精装南向一居 高层电梯房 业主直签 包物业取,55.0,3800
西二旗朱辛庄生命科学园沙河地铁两居室出租随时看房随时,90.0,4500
西二旗朱辛庄生命科学园沙河地铁两居室出租随时看房随时,80.0,4200
民园小区 2室1厅 68.07平米,68.0,3200
南北通透北街家园八区2室1厅,88.0,3800
"邻近沙河地铁站,集中供暖,包物业取暖费,玖耀里商圈,",121.0,5200
沙河地铁站巩华家园两居室出租民水民电燃气入户有电梯随,90.0,4200
北街家园八区1室精装修,35.0,2450
0!北清创意园近北大国际正旦博雅CC生命科学园地铁,14.0,1800
巩华家园南北通透两居室精装修民水民电燃气入户随时看房,90.0,4300
"昌平兆丰家园:交通便捷、配套全,环境舒适,性价比高,",60.0,3400
保利紫荆香谷 2室1卫1厅 60平精装修 看房方便,60.0,3900
佳美小区 2室1卫1厅 80平中装修 包物业取暖 学,80.0,3200
"兆丰家园:交通便捷达全城,京北宜居暖日常。小区门口就",50.0,2000
沙河地铁民园小区 2室1卫1厅 75平简装修 340,70.0,3400
巩华家园北二村精装两居室,54.0,3600
正南北街家园六区3室1厅精装修,106.0,4500
好房甄选!昌艺园小区出门珠江摩尔近生命科学园地铁超极,13.0,1599
兆丰家园精装两居室QAQ,86.0,3700
西二旗朱辛庄生命科学园沙河地铁三居两卫出租随时看房随,90.0,3100
沙河地铁巩华家园精装南向一居 电梯中层 业主直签 看,55.0,3700
"兆丰合租一室,经济实惠离地铁较近。小区门口菜市场买菜",30.0,1600
巩华家园南一村一居室出租民水民电燃气入户随时看房随时,60.0,3900
"昌平科华新城:交通便捷路网通,周边配套全生活便",90.0,4200
巩华家园南一村精装两居室,86.0,4000
巩华家园东一村精装两居室,86.0,4000
巩华家园东一村 3室2卫2厅 包物业取暖 业主直签,120.0,6500
沙河地铁五福家园两居室南北通透两居 业主直签 看房方,85.0,3500
"房子是租的,但生活不是,代理精 装大宅,拎包即可入住",808.0,23000
巩华家园西二村精装两居室,86.0,4500
民园小区 2室1卫1厅 70平简装修 优质房源,70.0,3200
"北京市昌平区百葛路——居停佳所,坐标清晰,藏于京北的",90.0,3200
"地铁近、公交密、路网畅,商业全教育优、环境佳,兆丰宜",60.0,3200
沙河生产宿舍 2室1卫1厅 62平简装修 3000元,62.0,3000
科信路66号院 南北通透精装两居 电梯中层 业主直签,85.0,3500
兆丰家园南北通透精装两居 业主直签 包物业取暖 上学,85.0,4000
北街家园六区3室1厅精装修,77.0,4500
顺沙路19号院精装两居室,86.0,3700
百葛路3号院精装两居室,86.0,2900
沙河地铁巩华家园精装南北两居 业主直签 包物业取暖,85.0,4500
"兆丰家园西区,带独立阳台周边配套齐全,市场及商场离地",30.0,1700
北街家园八区1室精装修,35.0,2500
西二旗朱辛庄生命科学园沙河地铁三居室出租随时看房随时,138.0,3800
"沙河地铁站附近精装两居室,包物业取暖,性价比高业主直",85.0,4200
巩华家园东一村 1室1卫1厅 55平精装修 业主直签,55.0,4100
南北通透北街家园五区3室1厅,88.0,4500
回龙观生命科学园沙河公交旁宿舍二居室出租民水民电随时,76.0,2800
兆丰家园 2室1卫1厅 80平简装修 4500元/月,80.0,4000
"恒大城5号院 居住舒适,干净整洁, 随时入住,380",88.0,3800
沙河地铁顺沙路19号院 南向一居室 电梯中层 业主直,55.0,3200
沙河五福家园一居室民水电包物业取暖家具家电齐全租金不,55.0,2700
兆丰家园南北通透精装两居 电梯中层 业主直签 上学咨,85.0,4100
自家花园300平 小区观景房源 靠近业主公园,294.0,20000
沙阳路毛条小区两居室出租民水民电燃气入户随时看房随时,70.0,3100
"昌平东一村:生活便利,近商圈,交通顺,邻里和睦,生活",90.0,4500
巩华家园东一村 2室1卫1厅 85平简装修 4900,85.0,4900
五福家园 2室1卫1厅 85平精装修 业主直签 包物,85.0,3700
沙河生产宿舍 3室1卫1厅 77平简装修 业主直签,77.0,3600
"科华新城环境优雅、绿化超50%,近地铁、配套全,生活",90.0,4300
"地铁近、公交密、路网畅,商业全、教育优、环境佳,兆丰",60.0,3500
沙河地铁巩华家园三居室出租民水民电燃气入户随时看房随,130.0,6000
"近地铁沙河站,公交密集,高速环绕;商超、学校、医院,",60.0,3800
沙河地铁站 巩华家园西二村一居室 次出租 业主签约有,56.0,3700
百葛路3号院一区精装房,86.0,3000
回龙观生命科学园沙河公交旁三居室出租民水民电随时看房,120.0,3800
1800包取暖 水费 网费 近移动信息港 中石油研究,30.0,1300
