名称,面积(㎡),小区,总价(万),单价(元/㎡)
"天通苑西二区,全南向两居室,电梯板楼,诚意出售",87.82,天通苑西二区,297.0,33819.0
天通苑·天通苑西一区·3室·2厅,125.59,天通苑西一区,440.0,35034.0
天通苑西二区 新上南北通透两居 可 近地铁 看房随时,81.71,天通苑西二区,246.0,30106.0
"此房是商品房满五年,南北通透两居室,楼层好",112.48,天通苑西一区,400.0,35561.0
龙城租售专家!真图实价!龙邸4号楼 45叠拼 精装修 出售,180.0,龙邸,780.0,43333.0
"总监推荐:地铁旁 电梯板楼金角两居室,商品房满年五",117.97,天通苑西三区,302.0,25599.0
天通苑·天通苑本四区·2室·2厅,102.82,天通苑本四区,310.0,30149.0
龙德广场附近 天通苑本三区板楼三居 高楼层无遮挡,128.86,天通苑本三区,345.0,26773.0
天通苑西三区带阳台两居室 满五 看房方便 有钥匙,93.17,天通苑西三区,259.0,27798.0
昌平-天通苑 九台庄园5室3厅null南北(独栋别墅),307.24,都市芳园,1339.0,43581.0
"天通苑本五区,南北大三居,满五,位置好,不临街",160.02,天通苑本五区,438.0,27371.0
"纯独栋别墅出售,北入户,南邻公园,回字形别墅南入户,地上三层",345.36,都市芳园,1850.0,53567.0
天通苑西三区新上两居室 满五 看房方便 业主诚售,84.81,天通苑西三区,229.0,27001.0
天通苑 · 天通苑本六区 · 2室 · 1厅,91.04,天通苑本六区,320.0,35149.0
西三区紧邻地铁小三居双卫 东南向采光视野好 周边配套齐全!,111.97,天通苑西三区,329.0,29382.0
天通苑东一区195平南西向三居 满五简装低层,195.97,天通苑东一区,368.0,18778.0
天通苑·天通苑西一区·4室·1厅,186.69,天通苑西一区,445.0,23836.0
天通苑东三区南北通透两居 满五简装中层好房,104.88,天通苑东三区,255.0,24313.0
正南都市芳园4室2厅,181.0,都市芳园,816.0,45082.0
正南都市芳园4室2厅,181.0,都市芳园,816.0,45082.0
昌平区 : 天通苑六区,161.95,天通苑六区,270.0,16671.0
天通西苑南北通透两居 满五住宅286万,132.08,天通西苑二区,286.0,21653.0
"天通苑西二区新上三居室,东南向带明卫,满五",137.12,天通苑西二区,385.0,28077.0
正南都市芳园6室4厅精装修,286.67,都市芳园,1980.0,69068.0
天通苑·天通苑西一区·2室·1厅,112.48,天通苑西一区,355.0,31561.0
北七家 · 燕城北苑 · 2室 · 1厅,68.5,燕城苑小区,178.0,25985.0
天通苑·天通苑西三区·3室·2厅,189.05,天通苑西三区,460.0,24332.0
龙城租售专家!真图实价!龙邸4号楼 45叠拼 精装修 出售,181.0,龙邸,780.0,43093.0
南北通透天通中苑6室3厅精装修,283.75,天通中苑,980.0,34537.0
天通苑西三区新上两居室 商品房 距离地铁比较近,91.56,天通苑西三区,289.0,31564.0
"天通苑东一区·3室 复式 ,业主急售,有钥匙随时看房,价格低",168.03,天通苑东一区,348.0,20710.0
天通西苑一区 低密度南北三居双明卫 商满五年家庭,122.6,天通苑西一区,403.0,32871.0
"新上天通苑西苑二区全南两居室,商五 首付62万。",86.43,天通苑西二区,248.0,28693.0
天通苑花园洋房社 一层两居室商五 首付低,86.77,都市芳园,405.0,46675.0
天通苑 · 天通苑本五区 · 3室 · 2厅,177.32,天通苑本五区,529.0,29833.0
天通苑西三区新上东南朝向两居室 业主诚心出售 满五,94.24,天通苑西三区,280.0,29711.0
天通苑本三区南北向两居 楼层低 采光好 近地铁,67.13,天通苑本三区,295.0,43944.0
天通苑北三区南北通透两居 满五 总价294万,108.69,天通苑北三区,294.0,27049.0
天通苑西二区双卫小三居满五高层采光好,111.97,天通苑西二区,323.0,28847.0
天通苑·天通苑本五区·3室·2厅,133.53,天通苑本五区,480.0,35946.0
龙城租售专家!图实价!龙邸6号楼 下叠拼 60平 出售,212.0,龙邸,920.0,43396.0
"总监推荐:地铁旁 电梯板楼金角两居室,商品房满年五",117.97,天通苑西三区,302.0,25599.0
天通苑·天通苑本二区·2室·1厅,73.85,天通苑本二区,286.0,38727.0
昌平区 : 天通西苑一区,160.46,天通西苑一区,381.0,23744.0
天通西苑一区 优质两居室 近地铁 交通便利,81.45,天通苑西一区,288.0,35359.0
天通苑·天通苑本四区·2室·1厅,103.14,天通苑本四区,308.0,29862.0
天通苑北一区南北通透三居 满五 单价仅24270元,143.8,天通苑北一区,349.0,24269.0
天通苑东三区南北通透三居 满五 单价21512元,130.16,天通苑东三区,280.0,21511.0
"天通苑西二区新上三居室,东南向带明卫,满五",137.12,天通苑西二区,385.0,28077.0
天通苑·天通苑本二区·2室·1厅,88.07,天通苑本二区,317.5,36050.0
"天通苑新上南北两居,满五,精装",87.66,天通苑本六区,308.0,35135.0
西三区紧邻地铁高层两居室 精装修 视野采光棒 看房随时 诚售,85.63,天通苑西三区,319.0,37253.0
天通苑东一区2居大客厅视野开阔下楼就是公园地铁17号线随时看,94.41,天通苑东一区,269.0,28492.0
太平家园 88平 215万 司法房产 天通苑,88.43,太平家园,215.0,24313.0
天通苑新上全南两居室 位置不错 看房比较方便 业主诚售,113.58,天通苑西三区,355.0,31255.0
高楼层 视野开阔 观景好房 商品房满五年一套 双明卫,177.67,天通苑西三区,418.0,23526.0
天通苑东二区南北通透三居 满五住宅322万,147.9,天通苑东二区,322.0,21771.0
"电梯板楼,南北两居,商品房,住房。",82.15,天通苑西二区,299.0,36396.0
天通苑北三区 108平 294万 司法房产 天通苑,108.69,天通苑北三区,294.0,27049.0
天通苑·天通苑本五区·3室·2厅,180.06,天通苑本五区,460.0,25547.0
龙城租售专家!图实价!龙邸6号楼 下叠拼 60平 出售,212.0,龙邸,920.0,43396.0
天通苑·天通苑本四区·2室·1厅,103.14,天通苑本四区,308.0,29862.0
太平家园南北通透三居 满五简装中层住宅,88.43,太平家园,215.0,24313.0
昌平区 : 天通苑六区,161.95,天通苑六区,270.0,16671.0
"别墅区洋房,客厅大挑空复式,满五年,3+4层,诚心卖",181.56,都市芳园,620.0,34148.0
昌平区 : 天通西苑一区,160.46,天通西苑一区,381.0,23744.0
天通苑西一区 明卫三居室 商品房 精装修,121.4,天通苑西一区,420.0,34596.0
天通苑本三区顶层三居 满五住宅19504元/平,162.02,天通苑本三区,316.1,19509.0
天通苑·都市芳园·3室·2厅,118.52,都市芳园,350.0,29530.0
天通苑·天通苑西一区·2室·1厅,99.92,天通苑西一区,395.0,39531.0
天通苑·天通苑本六区·2室·1厅,114.33,天通苑本六区,290.0,25365.0
天通苑本三区两居室 商品房满五年 南北向,67.45,天通苑本三区,258.0,38250.0
"叠拼别墅,独门独户,使用面积超过260平,精装直接入住,急售",147.1,九台庄园,865.0,58803.0
天通苑 · 天通苑本五区 · 3室 · 2厅,177.32,天通苑本五区,529.0,29833.0
天通西苑三区东南向四居 满五住宅200平399万,200.94,天通西苑三区,399.0,19856.0
天通苑西三区新上东南朝向两居室 业主诚心出售 满五,94.24,天通苑西三区,280.0,29711.0
"天通苑本五区,南北大三居,商满五,看房随时,采光好",159.87,天通苑本五区,498.0,31150.0
"天通中苑悦公馆带电梯三居室,电梯车库",144.92,天通中苑,540.0,37261.0
天通苑西二区双卫小三居满五高层采光好,111.97,天通苑西二区,323.0,28847.0
"北五环外纯独栋别墅急售中,回字形,看房随时,诚心卖,北入户",232.74,都市芳园,1960.0,84214.0
正南都市芳园5室3厅精装修,237.89,都市芳园,1180.0,49602.0
总监推荐:5号线地铁旁南向一层大两居,114.6,天通苑西一区,365.0,31849.0
天通苑西二区 新上南北通透两居 可 近地铁 看房随时,81.71,天通苑西二区,246.0,30106.0
"此房是商品房满五年,南北通透两居室,楼层好",112.48,天通苑西一区,400.0,35561.0
天通苑·天通苑西一区·3室·2厅,125.59,天通苑西一区,440.0,35034.0
昌平-天通苑 九台庄园5室3厅null南北(独栋别墅),307.24,都市芳园,1339.0,43581.0
天通苑·天通苑西一区·4室·1厅,186.69,天通苑西一区,445.0,23836.0
龙城租售专家!图实价!龙邸6号楼 下叠拼 60平 出售,213.0,龙邸,920.0,43192.0
昌平地铁电梯 天通西苑三区 南北6室2厅,313.16,天通西苑三区,800.0,25546.0
龙城租售专家!真图实价!龙邸4号楼 45叠拼 精装修 出售,181.0,龙邸,780.0,43093.0
天通苑花园洋房社 一层两居室商五 首付低,86.77,都市芳园,405.0,46675.0
天通苑东三区南北通透两居 满五简装中层好房,104.88,天通苑东三区,255.0,24313.0
正南都市芳园4室2厅,181.0,都市芳园,816.0,45082.0
"天通苑本五区,南北大三居,采光好,视野好,看房随时有钥匙",159.87,天通苑本五区,480.0,30024.0
天通苑·天通苑本四区·2室·2厅,102.95,天通苑本四区,285.0,27683.0
"天通苑本五区 ,南北两居,满五,采光好,临地铁",99.96,天通苑本五区,309.0,30912.0
"纯独栋别墅出售,北入户,南邻公园,回字形别墅南入户,地上三层",345.36,都市芳园,1850.0,53567.0
天通西苑三区155平南西北三居 满五简装高层,155.53,天通西苑三区,318.0,20446.0
回南家园南北通透全明两居室 商五 客厅落地窗阳台 有果树,83.25,回南家园,296.0,35555.0
天通苑本三区 商品房 好楼层三层 南北通透,67.8,天通苑本三区,268.0,39528.0
新上西三区大两居 交通便利 周边配套成熟 看房随时 业主诚售,151.99,天通苑西三区,320.0,21054.0
天通苑·天通苑本二区·2室·1厅,73.85,天通苑本二区,286.0,38727.0
"天通苑东一区·3室 复式 ,业主急售,有钥匙随时看房,价格低",168.03,天通苑东一区,348.0,20710.0
天通苑东一区195平南西向三居 满五简装低层,195.97,天通苑东一区,368.0,18778.0
天通苑·天通苑本三区·2室·2厅,96.68,天通苑本三区,290.0,29995.0
正南都市芳园6室4厅精装修,286.67,都市芳园,1980.0,69068.0
天通苑本四区 低密度小区 拎包直接住 商品房 车位足,65.74,天通苑本四区,249.0,37876.0
西三区地铁旁 板楼南北通透大两居室 看房随时 满五,122.89,天通苑西三区,330.0,26853.0
天通苑西二区双卫小三居满五高层采光好,111.97,天通苑西二区,323.0,28847.0
新上西三区紧邻地铁两居室 中楼层采光视野好 周边配套一应俱全,84.81,天通苑西三区,309.0,36434.0
北七家 · 燕城北苑 · 2室 · 1厅,68.5,燕城苑小区,178.0,25985.0
天通苑本三区 板楼三居 商品房 采光视野好,128.86,天通苑本三区,290.0,22505.0
天通苑东一区195平南西向三居 满五简装低层,195.97,天通苑东一区,368.0,18778.0
天通苑西一区 明卫三居室 商品房 精装修,121.4,天通苑西一区,420.0,34596.0
天通苑·天通苑本六区·2室·1厅,114.33,天通苑本六区,290.0,25365.0
"纯独栋别墅出售,北入户,南邻公园,回字形别墅南入户,地上三层",345.36,都市芳园,1850.0,53567.0
太平家园 88平 215万 司法房产 天通苑,88.43,太平家园,215.0,24313.0
天通西苑一区 160平 381万 司法房产 天通苑,160.46,天通西苑一区,381.0,23744.0
天通苑西三区 大平层三居室 看房方便 业主诚售 满五,196.6,天通苑西三区,384.0,19532.0
天通苑六区南北通透顶层复式 满五161平仅270万,161.95,天通苑六区,270.0,16671.0
天通苑·天通苑本五区·3室·2厅,146.01,天通苑本五区,500.0,34244.0
"天通西苑二区,南北通透三居室,采光视野好",133.56,天通苑西二区,368.0,27553.0
天通苑中苑东南4室·2厅 商满五精装修不临街看房方便,191.7,天通中苑,428.0,22326.0
天通苑西三区新上两居室 满五 看房方便 业主诚售,84.81,天通苑西三区,229.0,27001.0
太平家园南北通透三居 满五简装中层住宅,88.43,太平家园,215.0,24313.0
正南都市芳园6室4厅精装修,286.67,都市芳园,1980.0,69068.0
西三区紧邻地铁高层两居室 精装修 视野采光棒 看房随时 诚售,85.63,天通苑西三区,319.0,37253.0
"首付40万,南北两居,电梯板楼,随时看房。",82.05,天通苑西二区,263.0,32053.0
天通苑新上全南两居室 位置不错 看房比较方便 业主诚售,113.58,天通苑西三区,355.0,31255.0
"天通苑本五区,南北大三居,商品房,仅契税。采光好,",160.0,天通苑本五区,529.0,33062.0
天通苑本三区3室2厅2卫南北朝向345.00万元出售,134.75,天通苑本三区,345.0,25603.0
天通苑西三区新上东南朝向两居室 业主诚心出售 满五,94.24,天通苑西三区,280.0,29711.0
昌平-天通苑 九台庄园5室3厅null南北(独栋别墅),307.24,都市芳园,1339.0,43581.0
龙德广场附近 天通苑本三区板楼三居 高楼层无遮挡,128.86,天通苑本三区,345.0,26773.0
正南都市芳园4室2厅,181.0,都市芳园,816.0,45082.0
天通苑·天通苑本三区·2室·2厅,96.68,天通苑本三区,290.0,29995.0
天通苑·天通苑西一区·2室·2厅,128.91,天通苑西一区,475.0,36847.0
"天通苑本五区,南北大三居,采光好,视野好,看房随时有钥匙",159.87,天通苑本五区,480.0,30024.0
天通苑·天通苑西三区·3室·2厅,189.05,天通苑西三区,460.0,24332.0
"天通苑本五区,南北大三居,满五,位置好,不临街",160.02,天通苑本五区,438.0,27371.0
天通苑·天通西苑二区·3室·1厅,138.01,天通苑西二区,380.0,27534.0
正南都市芳园4室2厅,181.0,都市芳园,816.0,45082.0
正南都市芳园5室3厅精装修,237.89,都市芳园,1180.0,49602.0
"地铁旁高楼层西向两居室,婚房装修 商品房",92.1,天通苑西三区,360.0,39087.0
天通苑 · 天通苑本五区 · 3室 · 2厅,177.32,天通苑本五区,529.0,29833.0
昌平 天通苑西二区 2室1厅 82.04㎡ 268万,82.04,天通苑西二区,268.0,32667.0
"总监推荐:地铁旁 电梯板楼金角两居室,商品房满年五",117.97,天通苑西三区,302.0,25599.0
天通苑·天通苑本六区·2室·1厅,74.32,天通苑本六区,230.0,30947.0
天通苑·天通苑本二区·2室·1厅,88.07,天通苑本二区,317.5,36050.0
昌平 天通苑东一区 4室2厅 236.18㎡ 780万,236.18,天通苑东一区,780.0,33026.0
天通苑·天通苑本二区·2室·1厅,73.85,天通苑本二区,350.0,47393.0
龙城租售专家! 平层四居电梯房 采光好 动静分离,190.0,龙邸,800.0,42105.0
天通苑花园洋房社 一层两居室商五 首付低,86.77,都市芳园,405.0,46675.0
昌平 天通苑北二区 3室2厅,144.85,天通苑北二区,495.0,34173.0
"天通苑东三区 3室2厅2卫商品房,低楼层2楼,南北东户型。",154.12,天通苑东三区,409.0,26538.0
都市芳园3室2厅1卫南北朝向349.00万元/套出售,106.9,都市芳园,349.0,32647.0
天通苑北三区2室1厅西北朝向340.00万出售,85.05,天通苑北三区,340.0,39976.0
"天通苑本五区,南北大三居,商满五,看房随时,采光好",159.87,天通苑本五区,498.0,31150.0
昌平 燕城苑小区 3室2厅 160.50㎡ 450万,160.82,燕城苑小区,450.0,27982.0
昌平 天通中苑 3室2厅,160.0,天通中苑,695.0,43438.0
天通苑本四区7室4厅4卫南北朝向558.00万出售,321.0,天通苑本四区,558.0,17383.0
天通苑东一区2室2厅1卫南北朝向339.00万元/套出售,112.9,天通苑东一区,339.0,30027.0
天通苑东三区2室2厅2卫南朝向490.00万元出售,135.0,天通苑东三区,490.0,36296.0
公园两栋2室1厅1卫南朝向135.00万元/套出售,58.72,公园两栋,135.0,22990.0
天通苑西二区 新上南北通透两居 可 近地铁 看房随时,81.71,天通苑西二区,246.0,30106.0
昌平 公园两栋 2室1厅,64.0,公园两栋,149.0,23281.0
天通苑本一区3室2厅2卫南北朝向439.00万出售,160.11,天通苑本一区,439.0,27419.0
天通苑本一区3室2厅2卫南北朝向439.00万出售,160.11,天通苑本一区,439.0,27419.0
公园两栋2室1厅1卫南朝向135.00万元/套出售,58.72,公园两栋,135.0,22990.0
新上复式有阳台 地铁300米 三站望京,181.43,天通苑东二区,449.0,24748.0
都市芳园锦湖园 6室2厅 南 北,237.89,都市芳园,1020.0,42877.0
天通苑西一区 眼镜房复试房源 满五唯一 业主诚心出售,315.68,天通苑西一区,918.0,29080.0
"5号线旁新上边户四居室,中间楼层,满五年家庭唯一",157.8,天通苑西一区,528.0,33460.0
"天通西苑二区·4室·2厅3卫,南北通透电梯复式,商五唯一",232.73,天通苑西二区,675.0,29004.0
"天通苑东一区,电梯精装两居,满五唯一",92.99,天通苑东一区,287.0,30864.0
"北五环外纯独栋别墅急售中,回字形,看房随时,诚心卖,北入户",232.74,都市芳园,1960.0,84214.0
东一区大平层三居室+双阳台+商品房满五年仅契税+近地铁近公园,212.77,天通苑东一区,528.0,24816.0
5号线天通苑南电梯复式户型经典适合家里人口多的三代同堂,272.75,天通苑西一区,788.0,28891.0
天通苑东三区 南北通透平顶复式 满五一套,204.86,天通苑东三区,650.0,31729.0
"东三区眼睛房复式,豪华装修,全屋智能家具家电,价值200多万",264.92,天通苑东三区,698.0,26348.0
天通苑西一区 四居眼睛房 商品房满五年唯一 随时看,201.18,天通苑西一区,590.0,29327.0
高品质 眼镜房复式6居 精装修商品房满五唯一,308.2,天通苑西一区,1370.0,44452.0
新上中间层 商五唯一税费少天通苑东二区·2室·1厅,91.12,天通苑东二区,320.0,35119.0
天通苑·天通苑本三区·2室·2厅,96.68,天通苑本三区,290.0,29996.0
天通苑东一区 ·东南 2居室 · 采光好,101.27,天通苑东一区,350.0,34561.0
天通西苑二区 3室2厅 南 北,133.56,天通苑西二区,368.0,27554.0
天通苑中苑 3室2厅 南 北,299.26,天通中苑,1070.0,35755.0
天通西苑三区 2室1厅 东 西,123.23,天通苑西三区,358.0,29052.0
天通苑 · 天通西苑二区 · 3室 · 2厅,137.12,天通苑西二区,460.0,33547.0
"天通苑三区,精装修三居室,看房有钥匙,满五唯一",128.8,天通苑本三区,345.0,26786.0
天通苑三区 满五唯一 南北通透 板楼3居室,128.86,天通苑本三区,309.0,23980.0
天通苑中苑 3室2厅 南 北,145.58,天通中苑,485.0,33316.0
"天通苑东二区新上南北通透中楼层3居室,满五年一套,临近地铁",132.17,天通苑东二区,495.0,37452.0
西三区南北大复式 落地窗大阳台!上下客厅面积都是50多平米!,269.9,天通苑西三区,858.0,31790.0
天通苑中苑 3室2厅 东南,138.54,天通中苑,459.0,33132.0
天通苑六区 南北通透格局 采光充足 户型好 空房,114.33,天通苑本六区,290.0,25366.0
天通苑中苑不临街一层电梯复式 西南向4室2厅 商满五唯一钥匙,196.11,天通中苑,465.0,23711.0
"天通苑五区 4居眼镜房 南北通透 满五唯一,低楼层",175.3,天通苑本五区,620.0,35368.0
天通西苑一区 低密度南北三居双明卫 商满五年家庭唯一,122.6,天通苑西一区,403.0,32871.0
天通苑·天通苑中苑·3室·1厅,155.43,天通中苑,480.0,30882.0
高楼层视野好 满五唯一 业主诚心出售,189.05,天通苑西三区,460.0,24332.0
天通苑小区三区南北通透三居室位置好全天采光,127.97,天通苑本三区,280.0,21881.0
"双地铁 · 天通苑东一区 ·三朝阳,全天采光,商品房满5唯一",140.62,天通苑东一区,426.0,30294.0
天通西苑一区 优质两居室 近地铁 交通便利,81.45,天通苑西一区,288.0,35359.0
新上热推 近龙德南北两居室满五年商品房,67.45,天通苑本三区,258.0,38251.0
东一区电梯三居+三朝阳+双阳台双卫+精装修+满五年一套,200.81,天通苑东一区,515.0,25646.0
天通苑·天通苑本二区·2室·1厅,88.07,天通苑本二区,317.5,36051.0
燕地铁3公里中间楼层南北通透两居室,84.47,燕城苑小区,228.0,26992.0
天通苑本四区 新上5+6层大复式 五居室商品房 业主诚意出售,219.39,天通苑本四区,620.0,28260.0
"天通西苑三区,塔楼南北通透四居,全明格局无暗间",176.42,天通苑西三区,382.0,21653.0
"天通苑本三区,大二居,商品房,一层。税费少",84.37,天通苑本三区,273.0,32357.0
天通苑中苑 3室2厅 南 北,170.74,天通中苑,449.0,26298.0
本三区 龙德广场附近 低密度小区 小区方便停车,156.47,天通苑本三区,448.0,28632.0
"天通西苑二区,南北通透三居室,采光视野好",133.56,天通苑西二区,375.0,28077.0
天通苑·天通苑西一区·4室·1厅,186.92,天通苑西一区,659.0,35256.0
"天通苑电梯板楼南北通透两居室,临近地铁,采光好",81.71,天通苑西二区,246.0,30107.0
"东二区电梯两居,小区中心位置,商满五家庭一套仅契税,紧邻地铁",100.83,天通苑东二区,310.0,30745.0
天通苑三区 2室1厅 南 北,67.13,天通苑本三区,258.0,38433.0
"天通苑四区 商满五唯一,户型方正,双通透格局好",102.95,天通苑本四区,285.0,27684.0
天通西苑三区 4室1厅 东南 西南 北,189.05,天通苑西三区,466.0,24650.0
"天通中苑悦公馆,电梯复式,上下三层,精装修,地下车位 商品房",227.86,天通中苑,1150.0,50470.0
近地铁 2层 天通苑东二区南北两居室 商品房,91.12,天通苑东二区,329.0,36106.0
天通苑西一区 新装修南北三居 双明卫 商品房满五年唯一,121.4,天通苑西一区,450.0,37068.0
《总监推荐》天通苑西三区优质两居室,84.81,天通苑西三区,309.0,36435.0
"天通苑本五区,南北大三居,商满五唯一,看房随时,采光好",159.87,天通苑本五区,498.0,31150.0
"天通苑本五区2室1厅,南北通透两居室",81.38,天通苑本五区,405.0,49767.0
"天通苑西二区,全南向两居室,电梯板楼,诚意出售",87.82,天通苑西二区,297.0,33819.0
"新上低密度小区三居,南北通透,业主诚心出售",126.98,天通苑本六区,368.0,28981.0
天通苑本三区南北向两居 楼层低 采光好 近地铁,67.13,天通苑本三区,295.0,43945.0
"天通苑东二区南北通透两居室,商品房,近地铁",91.12,天通苑东二区,318.0,34900.0
天通西苑二区 3室2厅 东南,138.01,天通苑西二区,380.0,27535.0
天通苑本五区 中楼层 南北通透 大两居 商品房 诚心出售,99.89,天通苑本五区,439.0,43948.0
