名称,面积(㎡),月租金(元)
整租·天通苑·天通苑西三区·1室·1厅,149.0,2000
相寓 天通苑·天通苑西三区·中楼层·4居室·次卧3,30.0,2400
相寓 天通苑·天通苑东三区·低楼层·4居室·次卧2,15.0,1650
相寓 天通苑·天通苑西三区·高楼层·4居室·次卧1,25.0,2500
相寓 天通苑·天通苑西三区·低楼层·4居室·次卧2,15.0,1900
整租·天通苑·天通苑西三区·2室·1厅,124.0,6600
整租·天通苑·天通苑西一区·3室·1厅,120.0,7500
整租·天通苑·天通苑本六区·2室·1厅,74.0,5200
相寓 天通苑·天通苑东一区·高楼层·2居室,101.0,5200
整租·天通苑·天通公园里·1室·0厅,48.0,4500
整租·天通苑·天通苑北二区·3室·1厅,134.0,7500
整租·天通苑·中滩园·2室·0厅,70.0,4800
整租·天通苑·天通苑本五区·2室·2厅,78.0,5000
相寓 天通苑·天通苑西三区·中楼层·4居室·次卧3,30.0,2400
相寓 天通苑·天通苑西一区·中楼层·3居室,124.0,7000
整租·天通苑·天通苑东三区·2室·1厅,86.0,4800
相寓 天通苑·天通西苑二区·低楼层·2居室,82.0,4500
整租·天通苑·天通苑东一区·2室·1厅,89.0,5100
相寓 天通苑·天通苑中苑·低楼层·5居室·次卧4,15.0,1450
丽水园 2室1卫1厅 80平简装修 6500元/月,80.0,6500
相寓 天通苑·天通苑西三区·低楼层·4居室·次卧3,30.0,2100
整租·天通苑·天通西苑二区·1室·1厅,130.0,5500
相寓 立水桥·正辰小区·中楼层·3居室·次卧2,10.0,1575
整租·天通苑·天通苑东三区·3室·2厅,164.0,7800
相寓 天通苑·天通苑本三区·高楼层·4居室·次卧1,20.0,1600
相寓 天通苑·天通苑东二区·低楼层·3居室,141.0,6700
相寓 天通苑·天通苑本三区·低楼层·2居室,67.0,4600
天通苑东一区精装南向两居 电梯低层4500/月,65.0,4500
相寓 天通苑·太平家园小区·低楼层·2居室,91.0,5229
相寓 天通苑·都市芳园·低楼层·4居室·次卧2,10.0,1000
相寓 天通苑·天通苑东一区·中楼层·5居室·次卧1,18.0,1900
相寓 天通苑·太平家园小区·高楼层·3居室,89.0,5090
整租·天通苑·龙德紫金·1室·0厅,57.0,4000
整租·天通苑·天通苑本六区·2室·1厅,96.0,5300
整租·天通苑·天通西苑二区·1室·1厅,63.0,4800
相寓 立水桥·卢卡新天地·一居室,30.0,3350
相寓 立水桥·公园两栋·低楼层·2房间,52.0,4400
相寓 天通苑·天通苑西三区·高楼层·4居室·次卧2,15.0,1700
相寓 天通苑·天通苑东二区·低楼层·4居室·次卧2,15.0,1500
相寓 天通苑·天通苑本四区·中楼层·6居室·次卧3,20.0,1550
相寓 立水桥·公园两栋·高楼层·1房间,32.0,3610
相寓 天通苑·天通苑西一区·中楼层·3居室,124.0,7000
相寓 天通苑·天通苑西三区·中楼层·4居室·次卧2,8.0,1800
整租·天通苑·天通苑中苑·4室·3厅,172.0,9000
相寓 天通苑·天通苑西三区·中楼层·5居室·主卧,20.0,2000
整租·天通苑·天通苑西一区·1室·1厅,112.0,4000
相寓 天通苑·天通苑北一区·中楼层·2居室,99.0,5400
相寓 天通苑·天通苑中苑·高楼层·4居室·次卧2,8.0,1350
整租·天通苑·天通苑本四区·1室·2厅,71.0,4600
相寓 立水桥·公园两栋·低楼层·2房间,55.0,4000
相寓 天通苑·天通苑西一区·低楼层·4居室·次卧2,34.0,1500
相寓 天通苑·天通西苑二区·低楼层·4居室·主卧,30.0,2650
相寓 天通苑·天通苑西一区·低楼层·3居室·次卧2,10.0,1500
整租·天通苑·天通苑东一区·2室·1厅,92.0,5000
整租·天通苑·天通西苑二区·3室·1厅,159.0,8500
相寓 天通苑·天通苑西三区·高楼层·4居室·次卧2,15.0,1700
相寓 天通苑·天通苑中苑·高楼层·4居室·主卧,18.0,2311
整租·天通苑·天通苑东三区·3室·2厅,164.0,7800
相寓 天通苑·天通苑北一区·高楼层·2居室,94.0,5600
整租·天通苑·天通苑北三区·3室·1厅,130.0,6900
相寓 天通苑·天通苑本六区·中楼层·3居室,121.0,5800
相寓 天通苑·天通苑西三区·高楼层·4居室·次卧2,11.0,1600
相寓 天通苑·天通西苑二区·高楼层·5居室·次卧3,10.0,1600
相寓 天通苑·天通苑西三区·中楼层·4居室·主卧,30.0,2700
相寓 天通苑·天通苑西一区·低楼层·3居室,157.0,7800
相寓 天通苑·太平家园小区·高楼层·3居室,93.0,5500
整租·天通苑·天通苑东三区·3室·0厅,96.0,5000
相寓 天通苑·天通苑东二区·高楼层·3居室·次卧1,20.0,1600
相寓 天通苑·天通西苑二区·中楼层·2居室,85.0,5510
相寓 立水桥·公园两栋·高楼层·1房间,32.0,4050
整租·天通苑·天通西苑二区·1室·1厅,130.0,5500
相寓 天通苑·天通苑本三区·高楼层·4居室·次卧2,18.0,1750
相寓 天通苑·天通苑北一区·高楼层·5居室·主卧,32.0,2500
相寓 天通苑·天通西苑二区·低楼层·2居室,83.0,5300
天通苑西三区精装两居 采光好干净整洁,97.0,5000
相寓 天通苑·天通西苑二区·中楼层·2居室,81.0,5000
整租·天通苑·天通苑东一区·2室·1厅,89.0,5000
整租·天通苑·天通苑西三区·2室·1厅,124.0,6600
相寓 立水桥·公园两栋·中楼层·2房间,56.0,4650
相寓 天通苑·天通苑东三区·中楼层·2居室,87.0,5200
相寓 天通苑·天通苑西三区·高楼层·4居室·次卧3,15.0,2000
相寓 天通苑·天通苑东二区·低楼层·2居室,106.0,5500
相寓 天通苑·天通苑本六区·高楼层·4居室·次卧2,18.0,1600
相寓 天通苑·天通苑东三区·高楼层·4居室·次卧2,18.0,1500
相寓 天通苑·天通苑东三区·低楼层·1居室,54.0,4275
整租·天通苑·天通苑东二区·1室·1厅,75.0,4600
相寓 天通苑·太平家园小区·高楼层·4居室·次卧2,20.0,1600
相寓 天通苑·太平家园小区·中楼层·3居室,88.0,4800
相寓 天通苑·天通苑西三区·低楼层·5居室·次卧3,16.0,1995
整租·天通苑·天通西苑二区·2室·1厅,82.0,5000
相寓 天通苑·天通苑本三区·高楼层·4居室·次卧2,10.0,1400
整租·天通苑·天通苑东一区·1室·1厅,75.0,4300
相寓 天通苑·天通苑西一区·高楼层·5居室·次卧3,8.0,1560
整租·天通苑·天通苑北三区·2室·1厅,96.0,5200
相寓 天通苑·天通苑东一区·低楼层·4居室·次卧2,13.0,1650
相寓 天通苑·天通苑北一区·高楼层·5居室·次卧1,18.0,1700
相寓 天通苑·天通苑西一区·高楼层·5居室·次卧4,10.0,1700
相寓 天通苑·天通苑东一区·高楼层·3居室·次卧2,25.0,1650
天通苑东一区精装南向两居 电梯低层4500/月,65.0,4500
整租·天通苑·天通苑东三区·1室·1厅,63.0,4400
相寓 天通苑·天通西苑二区·低楼层·3居室·次卧2,20.0,1800
相寓 天通苑·天通西苑二区·低楼层·4居室·次卧1,20.0,1900
相寓 天通苑·天通西苑二区·低楼层·4居室·次卧1,25.0,2100
相寓 天通苑·天通苑北一区·高楼层·5居室·次卧2,32.0,2600
相寓 天通苑·天通苑本三区·低楼层·4居室·次卧2,13.0,1396
相寓 天通苑·天通苑西三区·低楼层·2居室,134.0,6800
相寓 天通苑·天通苑东一区·中楼层·5居室·次卧1,18.0,1900
整租·天通苑·天通西苑二区·2室·1厅,92.0,5800
相寓 天通苑·天通苑本三区·中楼层·5居室·次卧3,20.0,1544
整租·天通苑·天通西苑二区·2室·1厅,85.0,5200
相寓 天通苑·天通苑西一区·中楼层·5居室·次卧4,10.0,1420
相寓 天通苑·天通苑北一区·中楼层·2居室,99.0,5400
相寓 天通苑·天通苑西一区·中楼层·3居室,178.0,7800
整租·天通苑·太平家园小区·2室·1厅,90.0,5000
相寓 立水桥·公园两栋·高楼层·2房间,56.0,4200
相寓 天通苑·天通苑本六区·中楼层·3居室,121.0,5800
相寓 立水桥·卢卡新天地·低楼层·1居室,38.0,4100
相寓 天通苑·天通苑西三区·高楼层·4居室·次卧2,11.0,1600
相寓 天通苑·天通西苑二区·低楼层·3居室·次卧1,15.0,1800
相寓 天通苑·天通苑北二区·中楼层·3居室·次卧1,20.0,2020
整租·天通苑·天通苑本四区·1室·1厅,69.0,4500
整租·天通苑·天通苑本五区·3室·1厅,159.0,8500
相寓 天通苑·天通苑东一区·中楼层·2居室,101.0,5500
相寓 天通苑·天通苑北一区·中楼层·1居室,49.0,4550
相寓 天通苑·天通西苑二区·低楼层·3居室·次卧1,15.0,1900
相寓 天通苑·天通苑东三区·高楼层·7居室·次卧3,16.0,1350
整租·天通苑·天通苑东一区·2室·1厅,98.0,5600
相寓 天通苑·天通苑本二区·低楼层·1居室,61.0,5000
相寓 立水桥·公园两栋·高楼层·1房间,34.0,3850
相寓 天通苑·天通苑西三区·低楼层·4居室·次卧1,30.0,1874
整租·天通苑·龙德紫金·1室·0厅,50.0,4000
整租·天通苑·天通苑东一区·3室·1厅,195.0,8300
整租·天通苑·天通苑东二区·2室·1厅,91.0,5300
相寓 天通苑·天通苑西一区·高楼层·4居室·小次卧1,20.0,1500
整租·天通苑·天通苑北一区·3室·1厅,113.0,7200
整租·天通苑·天通西苑二区·2室·1厅,91.0,5400
整租·天通苑·龙德紫金·1室·0厅,57.0,4000
整租·天通苑·天通西苑二区·1室·1厅,63.0,4800
相寓 天通苑·天通苑北一区·中楼层·4居室·次卧1,11.0,1700
整租·天通苑·天通苑本六区·2室·1厅,91.0,5200
相寓 天通苑·天通西苑二区·中楼层·2居室,81.0,5000
相寓 天通苑·天通苑东一区·高楼层·2居室,92.0,5320
相寓 天通苑·天通苑北二区·中楼层·4居室·小次卧1,6.0,1150
整租·天通苑·天通苑西一区·1室·1厅,112.0,4000
相寓 天通苑·天通苑东三区·高楼层·1居室,63.0,4000
相寓 天通苑·天通苑东二区·高楼层·2居室,91.0,5000
相寓 天通苑·天通苑中苑·中楼层·3居室·主卧,28.0,2300
相寓 天通苑·天通苑中苑·高楼层·4居室·次卧2,13.0,1625
相寓 天通苑·天通苑西三区·低楼层·4居室·次卧2,12.0,1900
整租·天通苑·天通西苑二区·2室·1厅,92.0,4800
相寓 天通苑·天通苑本四区·中楼层·4居室·次卧2,15.0,1500
相寓 天通苑·天通苑西三区·中楼层·4居室·次卧2,8.0,1800
相寓 天通苑·天通苑东二区·高楼层·2居室,91.0,5200
相寓 天通苑·天通苑东一区·高楼层·1居室,55.0,4300
相寓 天通苑·天通苑北一区·中楼层·4居室·次卧2,13.0,1550
整租·天通苑·天通苑北二区·2室·1厅,103.0,4600
南北通透和业主住主卧独卫加客厅,147.0,4350
相寓 天通苑·天通苑北三区·高楼层·6居室·次卧1,18.0,1500
相寓 天通苑·天通苑西三区·中楼层·4居室·次卧2,8.0,1800
相寓 天通苑·天通苑东二区·高楼层·2居室,91.0,4800
整租·天通苑·天通苑西三区·2室·2厅,133.0,7980
相寓 立水桥·公园两栋·中楼层·2房间,56.0,4400
相寓 天通苑·天通苑东二区·中楼层·2居室,91.0,5500
相寓 天通苑·公园两栋·高楼层·1房间,32.0,3700
相寓 立水桥·公园两栋·中楼层·2房间,56.0,4370
整租·天通苑·太平家园小区·2室·1厅,88.0,5300
相寓 天通苑·天通苑西三区·高楼层·4居室·主卧,25.0,2850
整租·天通苑·太平家园小区·3室·1厅,91.0,6000
相寓 天通苑·天通苑东一区·中楼层·2居室,114.0,5300
相寓 立水桥·正辰小区·中楼层·3居室·小次卧1,10.0,1500
整租·天通苑·天通苑西三区·2室·1厅,97.0,5600
整租·天通苑·龙德紫金·1室·0厅,57.0,4200
相寓 天通苑·天通苑东二区·高楼层·3居室·次卧1,20.0,1600
相寓 天通苑·天通苑东一区·中楼层·2居室,89.0,5000
相寓 天通苑·天通苑西三区·高楼层·4居室·次卧2,20.0,1900
整租·天通苑·天通苑东一区·3室·1厅,108.0,5500
相寓 立水桥·公园两栋·中楼层·2房间,58.0,4400
整租·天通苑·天通西苑二区·2室·1厅,92.0,4800
整租·天通苑·天通苑东二区·2室·1厅,112.0,5300
整租·天通苑·天通苑西一区·3室·1厅,122.0,6800
整租·天通苑·天通苑东三区·2室·1厅,143.0,4000
相寓 天通苑·天通苑东三区·中楼层·2居室,116.0,5200
相寓 天通苑·天通苑西一区·中楼层·5居室·次卧4,7.0,2000
相寓 天通苑·天通苑西三区·高楼层·4居室·次卧2,20.0,1900
相寓 立水桥·卢卡新天地·中楼层·2居室,75.0,5600
整租·天通苑·天通苑北二区·4室·3厅,237.0,10500
相寓 天通苑·天通苑本四区·中楼层·6居室·次卧3,20.0,1550
相寓 天通苑·天通西苑二区·高楼层·5居室·次卧3,10.0,1600
相寓 天通苑·天通苑北三区·高楼层·1居室,191.0,3563
相寓 天通苑·天通苑西一区·低楼层·4居室·次卧3,15.0,1575
整租·天通苑·天通苑本五区·2室·1厅,95.0,5200
相寓 天通苑·天通苑本五区·中楼层·2居室,81.0,5000
相寓 天通苑·天通苑西一区·低楼层·3居室·次卧2,10.0,1500
整租·天通苑·天通苑东三区·2室·1厅,70.0,3500
相寓 天通苑·天通苑西一区·中楼层·4居室·次卧3,25.0,2090
整租·天通苑·天通苑本四区·2室·1厅,102.0,5200
相寓 天通苑·天通苑西一区·低楼层·4居室·次卧2,34.0,1500
相寓 天通苑·天通苑北二区·中楼层·1居室,50.0,4000
相寓 天通苑·天通苑北一区·中楼层·4居室·次卧3,20.0,1900
相寓 立水桥·公园两栋·中楼层·1房间,32.0,3550
整租·天通苑·天通苑中苑·4室·3厅,172.0,9000
东一区一层两居室拎包入住,90.0,5800
相寓 天通苑·天通苑北三区·高楼层·6居室·次卧3,15.0,1550
相寓 天通苑·天通苑中苑·高楼层·5居室·次卧4,6.0,1100
相寓 天通苑·天通苑东一区·中楼层·2居室,101.0,5500
整租·天通苑·天通苑东一区·3室·1厅,129.0,6000
整租·天通苑·天通苑东三区·2室·1厅,94.0,5200
整租·天通苑·天通苑本二区·1室·1厅,61.0,4600
相寓 天通苑·天通苑西三区·高楼层·4居室·次卧2,11.0,1600
相寓 天通苑·天通苑东二区·高楼层·2居室,91.0,4900
相寓 天通苑·天通苑本四区·中楼层·4居室·次卧3,8.0,1450
整租·天通苑·天通苑东一区·2室·1厅,98.0,5600
整租·天通苑·天通西苑二区·2室·1厅,82.0,5000
相寓 天通苑·天通苑西三区·低楼层·4居室·次卧2,10.0,1600
天通中苑精装南北两居 中层采光优 5500元/月,109.0,5500
相寓 天通苑·天通苑中苑·高楼层·5居室·次卧4,8.0,1500
相寓 天通苑·天通苑本三区·高楼层·4居室·次卧2,10.0,1400
相寓 天通苑·天通苑西三区·高楼层·3居室·主卧,28.0,2800
相寓 天通苑·天通苑北二区·中楼层·2居室,83.0,5300
整租·天通苑·天通苑西一区·3室·1厅,121.0,7000
相寓 天通苑·天通苑本五区·高楼层·4居室,128.0,6000
相寓 天通苑·天通苑东三区·中楼层·5居室·次卧2,10.0,1300
相寓 天通苑·天通公园里·中楼层·1居室,48.0,4200
相寓 立水桥·公园两栋·低楼层·1房间,32.0,3600
相寓 天通苑·天通苑西三区·低楼层·4居室·次卧2,8.0,1600
整租·天通苑·龙德紫金·1室·0厅,50.0,4000
整租·天通苑·天通苑本六区·2室·1厅,74.0,5200
相寓 天通苑·天通苑东一区·高楼层·1居室,55.0,4300
相寓 天通苑·天通苑西三区·低楼层·4居室·次卧2,10.0,1600
相寓 天通苑·天通苑北三区·高楼层·1居室,80.0,4200
相寓 天通苑·天通苑北一区·中楼层·4居室·次卧2,13.0,1550
整租·天通苑·太平家园小区·2室·1厅,90.0,5000
相寓 天通苑·天通苑西三区·中楼层·4居室·次卧2,8.0,1800
相寓 天通苑·天通苑西一区·中楼层·4居室·次卧2,12.0,1700
整租·天通苑·天通苑北二区·2室·1厅,114.0,5500
相寓 天通苑·天通苑北一区·高楼层·2居室,99.0,5400
相寓 立水桥·卢卡新天地·低楼层·1房间,49.0,4655
整租·天通苑·天通苑本四区·2室·1厅,71.0,5300
相寓 天通苑·天通苑北二区·中楼层·4居室·小次卧1,6.0,1150
相寓 天通苑·天通苑西三区·高楼层·4居室·主卧,25.0,2850
整租·天通苑·龙德紫金·1室·0厅,38.0,3700
相寓 天通苑·天通苑东三区·中楼层·5居室·次卧3,10.0,1700
相寓 立水桥·卢卡新天地·低楼层·1房间,48.0,4100
相寓 天通苑·天通苑西三区·中楼层·4居室·次卧3,30.0,2400
相寓 天通苑·中滩园·高楼层·1居室,53.0,4600
整租·天通苑·天通西苑二区·2室·1厅,92.0,4800
整租·立水桥·卢卡新天地·1室·0厅,29.0,2900
相寓 天通苑·太平家园小区·中楼层·3居室,88.0,4800
天通苑东一区147平三居 东南向低层 月租6300,147.0,6300
整租·天通苑·天通苑东二区·2室·1厅,103.0,5300
相寓 天通苑·天通苑中苑·高楼层·5居室·次卧4,6.0,1100
相寓 天通苑·天通苑西三区·中楼层·5居室·小次卧1,11.0,1420
整租·天通苑·太平家园小区·3室·1厅,91.0,6000
相寓 天通苑·天通苑北一区·高楼层·5居室·次卧2,32.0,2600
整租·天通苑·天通苑西一区·3室·1厅,120.0,7500
相寓 立水桥·公园两栋·低楼层·1房间,32.0,3700
相寓 天通苑·天通西苑二区·低楼层·3居室·次卧1,15.0,1900
整租·天通苑·天通苑本五区·2室·1厅,95.0,5200
相寓 天通苑·天通苑东一区·高楼层·3居室·次卧3,13.0,1300
相寓 天通苑·天通苑西三区·中楼层·5居室·次卧2,18.0,1900
相寓 天通苑·天通苑北二区·中楼层·7居室·次卧3,10.0,1365
天通苑北三区精装次卧 1200/月 押一付三 配套齐,12.0,1200
整租·天通苑·天通苑西三区·2室·2厅,133.0,7980
相寓 天通苑·天通苑北二区·高楼层·2居室,110.0,5800
相寓 天通苑·天通西苑二区·中楼层·5居室·次卧1,19.0,1900
相寓 天通苑·天通苑本四区·中楼层·4居室·次卧2,15.0,1500
相寓 天通苑·天通苑本四区·高楼层·1居室,66.0,4100
整租·天通苑·天通苑东二区·2室·1厅,112.0,5300
相寓 天通苑·天通苑北三区·高楼层·4居室·主卧,50.0,1900
相寓 天通苑·天通苑北二区·中楼层·7居室·次卧3,10.0,1365
整租·天通苑·天通苑东三区·2室·1厅,87.0,5100
相寓 天通苑·天通苑西三区·低楼层·4居室·次卧2,8.0,1600
相寓 天通苑·天通苑西三区·高楼层·3居室·次卧1,20.0,1950
整租·天通苑·天通苑北二区·4室·3厅,237.0,10500
整租·天通苑·天通苑北一区·3室·1厅,113.0,7200
相寓 天通苑·天通苑北二区·中楼层·7居室·次卧5,12.0,1500
相寓 天通苑·天通苑西三区·低楼层·2居室,134.0,6800
整租·天通苑·天通苑东三区·2室·1厅,91.0,4900
相寓 天通苑·天通苑东二区·低楼层·3居室,141.0,6700
相寓 天通苑·天通苑北二区·中楼层·1居室,50.0,4000
相寓 立水桥·公园两栋·低楼层·1房间,27.0,3600
相寓 天通苑·天通苑北二区·中楼层·7居室·次卧2,10.0,1300
相寓 天通苑·天通苑本五区·中楼层·4居室·次卧3,6.0,1300
相寓 天通苑·天通苑东二区·低楼层·2居室,101.0,5000
相寓 天通苑·天通西苑二区·中楼层·2居室,81.0,5000
相寓 天通苑·天通苑西三区·中楼层·4居室·次卧3,30.0,2400
整租·天通苑·天通苑本四区·1室·2厅,71.0,4600
相寓 天通苑·天通苑西三区·高楼层·4居室·次卧2,11.0,1600
整租·天通苑·天通西苑二区·1室·1厅,61.0,4600
整租·天通苑·天通苑东一区·2室·1厅,90.0,3200
昌平天通苑北三区2室2厅120㎡半地下室房东直租,120.0,4000
相寓 立水桥·公园两栋·中楼层·2房间,56.0,4650
相寓 天通苑·天通西苑二区·高楼层·2居室,82.0,5200
相寓 天通苑·天通苑东一区·高楼层·3居室·次卧3,13.0,1300
天通苑东三区南北通透精装两居 5100元/月,107.0,5100
整租·天通苑·天通公园里·1室·0厅,48.0,4500
整租·天通苑·天通苑西一区·1室·0厅,35.0,2300
相寓 天通苑·天通苑本四区·高楼层·3居室,100.0,4850
整租·天通苑·天通西苑二区·2室·1厅,97.0,5500
相寓 天通苑·天通苑西三区·高楼层·4居室·次卧3,15.0,2000
相寓 天通苑·天通苑西一区·低楼层·4居室·次卧2,34.0,1500
昌平天通苑本二区 2室1厅 88.28㎡ 4600元,88.0,4600
相寓 天通苑·天通苑中苑·高楼层·4居室·次卧2,13.0,1625
相寓 天通苑·天通苑北一区·中楼层·4居室·次卧1,11.0,1700
整租·天通苑·天通苑东一区·3室·1厅,129.0,6000
相寓 天通苑·天通苑西三区·中楼层·5居室·次卧3,22.0,1880
相寓 天通苑·天通苑北一区·中楼层·4居室·次卧2,13.0,1550
整租·天通苑·天通苑本六区·2室·1厅,96.0,5300
合租:主卧昌平天通苑北一区 2室1厅 107㎡ 16,107.0,1600
相寓 天通苑·太平家园小区·高楼层·3居室,89.0,5090
相寓 天通苑·天通苑东二区·低楼层·4居室·次卧3,30.0,2000
相寓 天通苑·天通苑北一区·低楼层·2居室,86.0,4900
相寓 天通苑·天通西苑二区·高楼层·5居室·次卧3,10.0,1600
整租·天通苑·天通苑东一区·3室·2厅,159.0,8000
相寓 天通苑·天通苑中苑·高楼层·5居室·次卧4,6.0,1100
昌平天通苑北三区 2室1厅 107.43㎡ 5300,107.0,5300
相寓 天通苑·天通苑北二区·中楼层·2居室,83.0,5300
整租·天通苑·天通苑东一区·2室·1厅,89.0,5100
合租:主卧昌平天通苑北一区 2室1厅 107㎡ 16,107.0,1600
整租·天通苑·天通苑北三区·3室·1厅,130.0,6900
相寓 天通苑·天通苑东三区·中楼层·2居室,127.0,5200
相寓 天通苑·天通苑西三区·中楼层·5居室·次卧2,18.0,1900
整租·天通苑·天通苑北三区·2室·1厅,96.0,5200
整租·天通苑·天通苑东三区·2室·1厅,102.0,5500
相寓 天通苑·天通苑北三区·高楼层·6居室·次卧3,15.0,1550
合租:主卧昌平天通苑东二区28平方米 4室0厅0卫,28.0,2500
相寓 立水桥·公园两栋·高楼层·1房间,32.0,4050
整租·天通苑·天通苑东三区·2室·1厅,143.0,4000
丽水园 2室1卫1厅 85平简装修 4800元/月,85.0,4800
昌平天通苑本二区 2室1厅 88.28㎡ 4600元,88.0,4600
相寓 天通苑·天通苑东三区·高楼层·1居室,63.0,4000
整租·天通苑·天通苑西三区·2室·1厅,97.0,5600
整租·天通苑·天通苑东二区·3室,109.0,5400
合租·天通苑·天通苑中苑·4室·房间D,25.0,2100
整租·天通中苑二区2室1厅,96.0,8500
整租·天通苑北三区2室1厅,95.0,5100
合租·天通苑·天通苑西一区·3室·房间A,22.0,2100
整租·天通苑·天通苑本六区·2室,74.0,5300
合租·天通苑·天通苑东二区·6室·房间B,15.0,1800
整租·天通苑北三区2室1厅,97.0,6200
合租·天通苑·天通苑西一区·5室·房间E,15.0,1800
合租·天通苑·天通苑北三区·4室·房间A,20.0,2130
合租·天通苑·天通苑东二区·7室·房间D,15.0,1750
合租·天通苑·天通苑本三区·4室·房间C,20.0,1710
整租·天通苑·天通苑西一区·2室,132.0,6500
整租·天通苑·天通苑东一区·2室,100.0,5000
整租·天通苑四区 2室1厅 南,103.0,6330
整租·天通苑·天通苑东一区·2室,112.0,5700
整租·天通苑·天通西苑二区·2室,86.0,5000
整租·北七家·燕城苑小区·2室,68.0,4200
合租·天通苑·天通西苑二区·5室·房间C,18.0,2300
整租·天通苑东二区3室1厅,130.0,6800
整租·天通苑东一区 2室2厅 南/北,103.0,5400
整租·天通苑·天通苑东二区·2室,101.0,5500
整租·天通苑·丽水园-天通苑·2室,92.0,5500
整租·天通苑东三区 2室1厅 南,117.0,5300
整租·天通苑·天通苑本六区·2室,91.0,5150
合租·天通苑·天通苑北三区·4室,12.0,1600
合租·天通苑·天通苑西三区·4室·房间D,10.0,1680
整租·天通苑·中滩园·2室,76.0,5700
整租·天通西苑二区 2室1厅 南,86.0,5200
整租·天通苑东一区 2室2厅 南/北,103.0,5400
整租·天通苑五区3室1厅,129.0,7500
合租·天通苑·天通苑中苑·4室·房间C,14.0,1499
合租·天通苑·天通苑东二区·4室·房间D,16.0,1700
合租·天通苑·天通苑北三区·5室·房间C,12.0,1500
整租·北七家·燕城北苑·2室,84.0,4500
整租·天通苑·天通苑东一区·3室,191.0,8500
整租·天通公园里1室1厅,37.0,4500
整租·天通苑·天通苑北二区·2室,103.0,6500
整租·天通苑·天通苑东一区·2室,89.0,5500
整租·天通苑北三区 3室2厅 南/北,165.0,7500
整租·天通苑二区 1室1厅 南,62.0,4990
整租·天通苑·天通苑东二区·2室,112.0,5500
整租·天通苑·天通苑西一区·4室,151.0,16666
整租·天通苑·天通苑东一区·2室,106.0,5700
整租·天通苑·天通苑东一区·2室,86.0,5000
合租·天通苑·天通苑本二区·4室·房间B,20.0,1600
整租·天通苑东二区 1室1厅 西南,75.0,4650
整租·天通苑北三区 6室4厅 南/西/北,148.0,11500
整租·天通苑北二区1室1厅,50.0,4900
整租·天通西苑一区3室1厅,121.0,7500
整租·天通苑中苑 2室1厅 南/北,173.0,6700
整租·天通苑中苑 3室1厅 南/北,149.0,6500
整租·天通苑·天通苑东三区·2室,106.0,5300
整租·天通苑东三区 2室1厅 南/北,110.0,5108
整租·天通苑·天通公园里·1室,48.0,4500
合租·天通苑·天通苑本六区·4室·房间C,18.0,1800
整租·天通苑东二区 2室1厅 南/北,90.0,5600
合租·天通苑·天通苑本四区·4室·房间A,28.0,2800
合租·天通苑·天通苑北三区·5室,8.0,1300
