名称,面积(㎡),小区,总价(万),单价(元/㎡)
"商品房满五,一梯两户,落地窗,三居室高,花园洋房。",93.44,领秀慧谷,460.0,49229.0
回龙观 新龙城 东西通透两居 电梯房 落地窗 近龙泽站,90.98,新龙城,430.0,47263.0
"二手房买卖代办所有手续,收费一万,资金监管,安全靠谱",91.54,首开国风美唐,566.0,61830.0
"海淀北地铁旁,127平精装准现房,总价813万",127.0,越秀·星樾,813.0,64015.0
"回龙观,云趣园,4层,南北通透,满五",104.47,云趣园二区,480.0,45946.0
吉晟别墅 234.56平4居 南向简装修 着急出售,234.56,吉晟别墅,1220.0,52012.0
"买房0服务费,卖房收0.5,无其他任何费用",124.48,和谐家园二区,507.0,40729.0
"买房0服务费,卖房收0.5,无其他任何费用",77.34,东村家园,460.0,59477.0
"小区二手房买卖,卖方收取服务费共0.6%,买方不收取费用",124.43,龙锦苑东二区,420.0,33753.0
回龙观 新龙城 南北 两居 高楼层 落地窗 视野好 近龙泽站,96.35,新龙城,410.0,42553.0
"回龙观地铁站,中间层三居室。",103.52,龙博苑一区,440.0,42503.0
"商品房满五,一梯两户,落地窗,三居室高,花园洋房。",93.44,领秀慧谷,460.0,49229.0
回龙观 · 云趣园一区 · 采光视野好 双卧南向 看房方便,103.34,云趣园一区,423.0,40932.0
回龙观·龙城花园W区·4室·3厅,191.57,龙城花园W区,768.0,40089.0
"海淀北 双地铁昌平线8号线朱辛庄站,2站西二旗 实景现房。",60.0,越秀·星樾,360.0,60000.0
"新上两居室,仅契税,低楼层,近地铁 出行方便",93.63,云趣园一区,520.0,55537.0
"领秀慧谷D2区 次新房精装修60万,双卧客厅朝南",135.14,领秀慧谷,890.0,65857.0
"吉晟联排别墅 中间位置 主力户型 精装修,省去装修成本",251.61,吉晟别墅,1375.0,54648.0
"小区二手房买卖,服务费共0.6%,买方卖方分摊",92.12,流星花园三区,480.0,52105.0
(有钥匙随时看)2层 业主非常诚心出售 商,98.48,龙锦苑东一区,369.0,37469.0
龙城花园北二区+精装2居室+看房随时,65.64,龙城花园一期,333.0,50731.0
"回龙观龙泽,地铁边园墅别墅区,4室2厅联排满套",244.0,园墅,1500.0,61475.0
"小区二手房买卖,服务费共0.6%,买方卖方分摊",86.35,首开智慧社,485.0,56166.0
海淀北 昌平 朱辛庄 双地铁 大面宽短进深 准现房靓妆交房,110.0,越秀·星樾,682.0,62000.0
"买房不收买家服务费,卖家收取0.5%,可随时联系北京房子都做",119.71,龙禧苑,429.0,35836.0
云趣园一区 近地铁 中间位置 中间楼层 采光好 视野好,115.35,云趣园一区,380.0,32943.0
"回龙观龙禧苑一区6+7复式,中间位置,有钥匙看房方便",195.74,龙禧苑,599.0,30601.0
吉晟联排别墅 小区内可以加电梯的户型!业主诚意出售,250.0,吉晟别墅,1050.0,42000.0
"二手房买卖代办所有手续,收费一万,资金监管,安全靠谱",89.36,首开智慧社,459.0,51365.0
"一口价房源,手续费1万帮走所有买卖流程,资金监管",115.09,新龙城,480.0,41706.0
"龙锦苑一区,3居2卫、不临街,满五年",125.82,龙锦苑一区,425.0,33778.0
(来电享优惠)北五环外越秀星樾 精装修现房大面宽短进深,127.0,越秀·星樾,787.0,61968.0
云趣园一区 近地铁 中间位置 中间楼层 采光好 视野好,115.35,云趣园一区,380.0,32943.0
"首开国风美唐三期 · 新上南向两居室,商品房社区,近霍营地铁",92.38,首开国风美唐,586.0,63433.0
"小区二手房买卖,服务费共0.6%,买方卖方分摊",127.47,龙回苑,479.0,37577.0
回龙观龙邸 4室2厅 南北 叠拼带电梯,243.96,龙城花园五期,1168.0,47876.0
"排卡 海淀旁,朱辛庄双地铁,准现房,精装大三居,临万达",108.0,越秀·星樾,599.0,55462.0
"海淀北地铁旁,127平精装准现房,总价813万",127.0,越秀·星樾,799.0,62913.0
地铁朱辛庄一手精装修新房-中海寰宇未来,115.0,中海寰宇未来,680.0,59130.0
"买房不收买家服务费,卖家收取0.5%,可随时联系北京房子都做",100.42,新龙城,468.0,46604.0
"买房0服务费,卖房收0.5,无其他任何费用",86.86,新龙城,373.0,42942.0
"找我低价购:106平626萬,145平特惠880萬,看描述",115.0,中海寰宇未来,650.0,56521.0
"地铁号线平西府站480米,纯商品现房,交通,教育配套齐全",115.0,奥森春晓,600.0,52173.0
"买房0服务费,卖房收0.5,无其他任何费用",87.49,龙博苑三区,398.0,45490.0
"一口价房源,手续费1万帮走所有买卖流程,资金监管",92.22,公园悦府,513.0,55627.0
"买房不收买家服务费,卖家收取0.5%,可随时联系北京房子都做",78.67,东村家园,460.0,58472.0
回龙观 · 云趣园三区 · 3室 · 2厅,135.25,云趣园三区,500.0,36968.0
"买房0服务费,卖房收0.5,无其他任何费用",77.34,东村家园,460.0,59477.0
"二手房买卖代办所有手续,收费一万,资金监管,安全靠谱",91.54,首开国风美唐,566.0,61830.0
尚城 70平3居 南西向精装修 着急出售,70.0,尚城,160.0,22857.0
实拍!回龙观复式房 个人买 有电梯有燃气,68.0,尚城,180.0,26470.0
实拍!个人可买 回龙观复式房 生命科学园站地铁,58.0,尚城,135.0,23275.0
尚城 68平3居 南东向精装修 随时签约,68.0,尚城,165.0,24264.0
实拍!回龙观复式房 领秀慧谷旁 个人可买,48.0,尚城,125.0,26041.0
尚城 48平2居 南东向精装修 随时签约,48.0,尚城,126.0,26250.0
龙跃苑一区 小区中间位置 中间楼层 视野无遮挡,123.86,龙跃苑一区,435.0,35120.0
劲爆!海淀北新开盘 越秀-星耀未来 洋房单价5.5万现场排卡,92.0,越秀·星樾,500.0,54347.0
出售 精装修地铁现房 两居室 随时看房 大落地窗欢迎电话咨询,40.0,TBD万科天地,140.0,35000.0
尚城 70平3居 南东向精装修 随时签约,70.0,尚城,165.0,23571.0
龙跃苑二区 次顶层两居室 不临街 南北通透户型 业主急售,98.88,龙跃苑二区,328.0,33171.0
"龙锦苑东二区,次顶层三居两卫,商品房,有钥匙",124.67,龙锦苑东二区,366.0,29357.0
商满五 南北通透 三室一厅 户型方正 自住精装,124.4,龙跃苑四区,399.0,32073.0
"朱辛庄领秀慧谷D2区新上3居,高楼层,无遮挡,不临街,精装修",102.01,领秀慧谷,598.0,58621.0
回龙观·龙博苑一区·3室·1厅,102.01,龙博苑一区,370.0,36270.0
昌平回龙观 尚城复式房 个人购买 领秀慧谷旁,48.0,尚城,130.0,27083.0
回龙观 · 龙跃苑东四区 · 60万豪华装修· 两居室,97.12,龙跃苑东四区,400.0,41186.0
昌平 (回龙观) 龙锦苑二区小区,112.09,龙锦苑二区,302.0,26942.0
"海淀北,精装三居,地铁600 ,准现房,",110.0,越秀·星樾,682.0,62000.0
必看三居 次顶层 南北通透 8号线生态公园,105.0,龙禧苑,380.0,36190.0
回龙观 · 云趣园三区 · 南北三居 采光视野好 看房方便,115.36,云趣园三区,415.0,35974.0
实拍!回龙观复式房 超极合生汇、领秀慧谷、生命科学园站地铁旁,48.0,尚城,140.0,29166.0
尚城 70平3居 南东向精装修 拎包入住,70.0,尚城,155.0,22142.0
"商品房五年,南北通透,花园位置,地铁霍营站700米",106.53,龙跃苑三区,366.0,34356.0
新上 中楼层 三居双卫 近地铁8号线育知路站 南北向 配套全,119.71,龙禧苑,390.0,32578.0
回龙观·云趣园三区·高层南北两居 有钥匙 看房方便,94.72,云趣园三区,315.0,33255.0
"龙锦苑东四区,3层南北两居室,满五",101.73,龙锦苑东四区,335.0,32930.0
南北通透四居 不临街不把边 低楼层 仅契税 近地铁,163.37,龙锦苑四区,568.0,34767.0
尚城 40平2居 南东向精装修 安静不临街,48.0,尚城,120.0,25000.0
昌平(回龙观) 田园风光雅苑,124.88,田园风光雅苑,360.0,28827.0
"高档小区,私家园林,人车分流,主推两居,近地铁配套齐全",84.68,公园悦府,393.0,46410.0
海淀北 复式小户型 低于原始购房价 急售 有房本随时过户,42.0,TBD万科天地,115.0,27380.0
朱辛庄地铁站 越秀 年前买 年底住精装修交付,79.0,越秀·星樾,490.0,62025.0
低价购房:清盘特惠8号线平西府站5百米 特惠房4室看描述,131.0,奥森春晓,645.0,49236.0
尚城 40平2居 南东向精装修,40.0,尚城,115.0,28750.0
新上龙腾四中间好位置 三居双卫 经典南北户型 钥匙看房 税少,120.49,龙腾苑四区,468.0,38841.0
南北通透三居 户型方正 没有面积浪费 近公园,116.92,龙锦苑六区,366.0,31303.0
急急急!真图实.价!静林湾 中间联排 仅契税 靠谱出售,240.0,华远静林湾,1180.0,49166.0
急急急!真图实价!龙城花园中七区 大独栋 花园1200平,507.0,龙城花园中七区,3000.0,59171.0
"龙锦二少有户型,看房方便有钥匙,业主稳定签约,南水北山",112.08,龙锦苑二区,350.0,31227.0
"顶层南北对流两居室,精装修可拎包入住,看房方便,稳定签约",88.78,龙锦苑二区,280.0,31538.0
龙城花园 上叠拼 南北 大面宽 全明格局 满五年,217.57,龙城花园二期,899.0,41320.0
尚城 70平3居 南东向精装修 视野无遮挡,70.0,尚城,170.0,24285.0
回龙观复式三居 个人买 领秀慧谷、超极合生汇旁,68.0,尚城,157.0,23088.0
急急急!真图实.价!华远静林湾 东边户联排 靠谱出售,276.0,华远静林湾,1400.0,50724.0
新上两居户型方正满五看房方便,79.11,领秀慧谷,259.0,32739.0
"龙泽新龙城R2户型大两居,自主精装修",101.29,新龙城,405.0,39984.0
实拍!回龙观尚城 复式精装修 自住保养好,70.0,尚城,160.0,22857.0
"回龙观·和谐家园中间楼层,三居室,装修不错,可拎包入住",118.35,和谐家园一区,390.0,32953.0
急急急!真图实.价!院600平 龙城中八区独栋 出售,555.0,龙城花园中八区,2300.0,41441.0
新龙城南北通透三居 精装中层满五,126.01,新龙城,563.0,44678.0
急急急!真图实.价!院450平 龙城中八区独栋 出售,389.0,龙城花园中八区,2000.0,51413.0
急急急!园墅双拼别墅!花园150平!位置好!靠谱出售,358.0,园墅,1580.0,44134.0
急!新装修!花园260平!龙城w区 双号 无缺角 位置好,191.0,龙城花园W区,950.0,49738.0
"回龙观 · 流星花园三区 · 阳光斯坦福,小区中间位置。",139.3,流星花园三区,535.0,38406.0
次新房 户型好 南北通透两居两卫 满五 看房 有钥匙,92.22,矩阵三期,345.0,37410.0
西二旗复式大两居 上下118平 有本 带气 随时看房过户可谈,50.0,尚城,155.0,31000.0
"三居两卫,采光好,单价低,业主诚心出售 有钥匙",135.98,龙跃苑二区,350.0,25739.0
霍营·龙锦苑东二区·2室·1厅,101.35,龙锦苑东二区,265.0,26147.0
龙城花园二期7室4厅,376.67,龙城花园二期,3600.0,95574.0
"次新楼盘,双轨交汇楼下地铁,南北通透三居室,配套齐全",91.33,首开国风美唐,530.0,58031.0
回龙观尚城复式房 个人可买 领秀慧谷旁 超极合生汇,70.0,尚城,160.0,22857.0
回龙观·和谐家园一区·3室·1厅,118.35,和谐家园一区,398.0,33629.0
南北通透一居 中间层 拎包可住 仅契税,65.28,龙锦苑六区,259.0,39675.0
回龙观南北通透三居 朱辛庄地铁房 越秀星樾精装低层599万,101.0,越秀·星樾,599.0,59306.0
"可聊价(店长力荐,两居两卫)出小区地铁、商场都有",98.11,龙回苑,349.0,35572.0
回龙观 新龙城 南北全明大三居 次顶层 落地窗 近龙泽站,126.32,新龙城,489.0,38711.0
急急急!真图实.价!院450平 龙城中八区独栋 出售,388.0,龙城花园中八区,2000.0,51546.0
"小复式,仅契税,看房随时",102.7,北店嘉园,329.0,32035.0
回龙观地铁 龙博苑二区 不临街不把边 次顶层 全南向大一居!,59.21,龙博苑二区,265.0,44755.0
"北京二手房买卖,服务费0.6%一单,买卖双方分摊",66.21,矩阵一期,298.0,45008.0
昌平回龙观 南向小户型 现房精装修 低于市场价20万 捡漏速,40.0,TBD万科天地,132.0,33000.0
"买房不收买家服务费,卖家收取0.5%,可随时联系北京房子都做",126.66,龙腾苑六区,423.0,33396.0
急急急!真图实.价!500万精装 花园300平 大独栋 靠谱,379.0,龙城花园一期,2000.0,52770.0
"朱辛庄北京农学院家属楼,南北一层一居,地铁昌平线,合生汇",48.6,北京农学院家属院,230.0,47325.0
"领秀慧谷D2区3室1厅,2019年电梯房,全明格局",93.09,领秀慧谷,580.0,62305.0
商品房 满五 采光好 安静不临街 只有契税,97.2,骊龙园,315.0,32407.0
霍营·龙锦苑东二区·3室·1厅,118.87,龙锦苑东二区,380.0,31967.0
近地铁·中间位置 采光好·业主诚意出售 户型方正,105.83,云趣园一区,330.0,31182.0
急急急!真图实.价!龙城S区上叠拼 精装修 随时签约,217.0,龙城花园,750.0,34562.0
"带电梯南北通透一居室,大于房本面积,小区安静优美。",42.7,北京农学院家属院,226.0,52927.0
急急急!真图实.价!华远静林湾 东边户联排 花园150平,290.0,华远静林湾,1400.0,48275.0
"二手房买卖代办所有手续,收费一万,资金监管,安全靠谱",89.69,首开智慧社,410.0,45713.0
回龙观·龙跃苑东二区·3室·1厅,101.98,龙跃苑东二区,308.0,30202.0
急急急!龙城W区单号3层!大平层! 位置一般 价格可议,191.0,龙城花园W区,680.0,35602.0
急急急!真图实价!龙城花园中七区 大独栋 花园1200平,504.0,龙城花园中七区,3000.0,59523.0
实拍!个人买 回龙观尚城复式三居 有电梯 领秀慧谷旁,68.0,尚城,155.0,22794.0
"买房不收买家服务费,卖家收取0.5%,可随时联系北京房子都做",94.26,公园悦府,546.0,57924.0
"客厅超大落地窗大阳台,户型双通透,自住超精装修,看房方便稳签",88.87,龙锦苑二区,325.0,36570.0
"近小区南门出入方便,一层,流星花园两居室",102.41,流星花园三区,429.0,41890.0
实拍!回龙观尚城复式三居 可个人买 珠江摩尔、知识产权局旁,68.0,尚城,158.0,23235.0
回龙观尚城 2居复式 超极合生汇旁,40.0,尚城,120.0,30000.0
实拍!回龙观尚城复式两居 知识产权局、小米写字楼旁,48.0,尚城,125.0,26041.0
"回龙观·龙跃苑三区·商品房满五年,有钥匙,近地铁霍营站",119.23,龙跃苑三区,389.0,32626.0
"回龙观·和谐家园中间楼层,三居室,装修不错,可拎包入住",118.35,和谐家园一区,390.0,32953.0
新龙城南北通透三居 精装中层满五,126.01,新龙城,563.0,44678.0
"买房不收买家服务费,卖家收取0.5%,可随时联系北京房子都做",86.0,公园悦府,579.0,67325.0
龙城租售专家!龙城小联排.中间户 花园80平,131.0,龙城花园中五区,720.0,54961.0
急急急!真图实.价!静林湾 中间联排 仅契税 靠谱出售,242.0,华远静林湾,1180.0,48760.0
阳光斯坦福!次顶层!南北通透两居室!诚意出售!看房便利,84.04,流星花园二区,325.0,38672.0
业主急售 回龙观双卧朝南 南北通透大两居3层 隔音好有钥匙,98.14,矩阵一期,379.0,38618.0
霍营·龙锦苑东四区·3室·1厅,124.48,龙锦苑东四区,410.0,32937.0
龙城租售专家!真图实.价!花园600平!龙城中八区!独栋别墅,403.0,龙城花园一期,2000.0,49627.0
只让我卖 我能谈 双阳台 精装修 视野开阔 下楼即公园,81.47,公园悦府,399.0,48975.0
回龙观龙城花园 住宅公寓 南向,46.19,龙城花园一期,315.0,68196.0
龙腾苑二区 中间层两居 精装修 商品房 随时看房 业主诚心,91.59,龙腾苑二区,410.0,44764.0
朱辛庄·领秀慧谷C区·2室·2厅,88.75,领秀慧谷,460.0,51830.0
"回龙观·龙跃苑三区·2室·1厅小区中间位置,采光充足",102.0,龙跃苑三区,299.0,29313.0
尚城 33平2居 南向精装修 随时签约,33.0,尚城,96.0,29090.0
朱辛庄地铁 越秀住宅 三局两卫 中户型,93.0,越秀·星樾,577.0,62043.0
南北通透 商满五 钢混结构 采光视野好。,123.76,龙跃苑四区,399.0,32239.0
霍营·龙锦苑东五区·3室·1厅,124.8,龙锦苑东五区,350.0,28044.0
"双地铁线,电梯洋房社区,落地飘窗,双卧朝南,看好随时约谈!",137.24,领秀慧谷,580.0,42261.0
"急售,矩阵小区三期高楼层两居两卫,看房方便有钥匙,诚意卖",92.22,矩阵三期,321.0,34808.0
"朱辛庄TBD万科天地 高楼层南北两居,2018年次新万科物业",84.69,TBD万科天地住宅,430.0,50773.0
"朱辛庄·双地铁2024年6月次新房,万达50米全南两居仅契税",84.89,小沙河华府,370.0,43585.0
"龙锦苑东二区,次顶层,满五,有钥匙。不临街不把边",124.46,龙锦苑东二区,370.0,29728.0
视野开阔 无遮挡 餐厅单独有窗,93.61,云趣园一区,318.0,33970.0
急急急!真图实.价!院400平!龙城中七区!独栋别墅,310.0,龙城花园中七区,2000.0,64516.0
急急急!真图实.价!院150平!园墅边户联排!精装!随时看房,253.0,园墅,1200.0,47430.0
尚城 40平2居 南东向简装修 自住保养好,40.0,尚城,115.0,28750.0
新上龙腾四中间好位置 三居双卫 经典南北户型 钥匙看房 税少,120.49,龙腾苑四区,468.0,38841.0
急急急!真图实.价!龙城花园S区上叠拼 实用面积250平,216.0,龙城花园S区,750.0,34722.0
实拍!知识产权局、小米、超极合生汇、领秀慧谷旁复式楼 个人买,33.0,尚城,85.0,25757.0
前后入户 有电动汽车充电桩 大厅大卧室,101.3,流星花园三区,429.0,42349.0
"海淀北,地铁旁精装准现房,83平,486万",83.0,越秀·星樾,486.0,58554.0
"电梯复试,三居两卫,采光视野好,拎包住,仅契税",133.7,龙锦苑六区,450.0,33657.0
新龙城 二居 南北通透 户型方正 大面宽落地窗 近地铁 诚售,99.34,新龙城,455.0,45802.0
急急急!真图实.价!龙城N区 院200平 下叠拼 出售,210.0,龙城花园N区,980.0,46666.0
急急急!真图实.价!龙城N区 院200平 下叠拼 出售,211.0,龙城花园N区,980.0,46445.0
龙城租售专家!龙城小联排.中间户 花园80平,131.0,龙城花园中五区,720.0,54961.0
急急急!真图实.价!院600平.炮楼户型大独栋.随时看房签约,383.0,龙城花园中四区,2000.0,52219.0
单价3万(北六环边叠拼别墅)实景照 學校 哋鉄 医院完善,180.0,昌平路380号院,726.0,40333.0
急急急!真图实.价!院150平!园墅边户联排!精装!随时看房,252.0,园墅,1200.0,47619.0
急急急!龙城租售专家!龙城S区上叠拼 带阁.楼70平,217.0,龙城花园,750.0,34562.0
急急急!真图实.价!龙城s区 院150平 下叠拼 出售,203.0,龙城花园S区,1000.0,49261.0
急急急!真图实价!龙城花园中七区 大独栋 花园1200平,507.0,龙城花园中七区,3000.0,59171.0
朱辛庄·领秀慧谷A区·3室·1厅,89.93,领秀慧谷,420.0,46702.0
回龙观·龙城花园N区一层YUAN 下叠拼,208.1,龙城花园二期,1089.0,52330.0
龙腾苑四区 一层 三居 户型好 格局方正 品质过硬,104.69,龙腾苑四区,430.0,41073.0
回龙观·云趣园三区·高层南北两居 有钥匙 看房方便,94.72,云趣园三区,315.0,33255.0
急!新装修!花园260平!龙城w区 双号 无缺角 位置好,191.0,龙城花园W区,950.0,49738.0
海淀旁北 地铁8号线 奥森春晓 配套成熟 格局好,96.0,奥森春晓,525.0,54687.0
吉晟联排好位置 主力户型 省去装修费 找我有优惠同看金禧璞瑅,251.61,吉晟别墅,985.0,39147.0
"朱辛庄北京农学院家属楼,南北一层一居,地铁昌平线,合生汇",48.6,北京农学院家属院,230.0,47325.0
首开国风美唐二期 142平 497万 司法房产 回龙观,142.01,首开国风美唐,497.0,34997.0
和谐家园南北通透三居 满五住宅中层好房,118.83,和谐家园,333.0,28023.0
尚城 48平2居 南东向精装修 着急出售,48.0,尚城,120.0,25000.0
回龙观复式房 个人可买 近珠江摩尔、领秀慧谷、知识产权局,58.0,尚城,150.0,25862.0
"回龙观,龙跃苑东四区,3室,紧邻霍营地铁,双轨交汇",122.22,龙跃苑东四区,410.0,33546.0
三居室!好楼层!好格局!好装修!南北通透!诚意出售!,115.36,云趣园三区,372.0,32246.0
新上 3层 三居双卫 地铁旁 位置佳 光线好 可聊价,125.96,龙锦苑一区,456.0,36201.0
急急急!真图实.价!园墅b1户型!精装修!随时看房,300.0,园墅,1350.0,45000.0
尚城 48平2居 南西向简装修 拎包入住,48.0,尚城,125.0,26041.0
云趣园 南北通透两居 采光好 有钥匙 随时看房,93.62,云趣园一区,312.0,33326.0
"买房0服务费,卖方0.5,没有其他任何费用主打实惠",85.48,云趣园一区,310.0,36265.0
阳光斯坦福!次顶层!南北通透两居室!诚意出售!看房便利,84.04,流星花园二区,325.0,38672.0
急!真图实价!华远静林湾 带电梯 联排别墅 靠谱出售,253.0,华远静林湾,1200.0,47430.0
云趣园一区 ·南北两居 采光视野好 看房方便,104.94,云趣园一区,420.0,40022.0
龙冠8号线双轨精装两居 101分校 业主换房急售低于市场50,85.0,祥业家园,300.0,35294.0
